Flight_Time_(s),Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z
136.706,-152.5,162.6,73.8,1.26,-0.81,-0.07
136.708,-152.4,162.1,74.3,1.23,-0.81,-0.07
136.71,-151.9,162.4,74.9,1.19,-0.81,-0.06
136.712,-151.6,162.8,75.3,1.22,-0.82,-0.05
136.714,-151.1,163.5,75.2,1.2,-0.81,-0.06
136.716,-150.4,163.8,75.4,1.1,-0.81,-0.07
136.718,-150.1,164.2,75.7,1.06,-0.81,-0.09
136.72,-149.5,165,76.2,0.99,-0.83,-0.07
136.722,-149.6,165.3,76.4,0.99,-0.84,-0.09
136.724,-150.4,165.2,77.2,0.95,-0.83,-0.04
136.726,-150.8,164.6,77.6,0.97,-0.83,-0.02
136.728,-150.9,164.4,79.5,0.96,-0.85,-0.04
136.73,-150.8,164.2,80.4,0.93,-0.84,-0.07
136.732,-150.1,165.2,81.6,0.89,-0.84,-0.11
136.734,-149.6,165.6,82,0.81,-0.79,-0.13
136.736,-148.3,166,82.8,0.85,-0.78,-0.15
136.738,-147.5,165.4,83,0.82,-0.78,-0.16
136.74,-147.5,165.7,83.2,0.81,-0.79,-0.17
136.742,-147.6,165.3,83.4,0.78,-0.8,-0.21
136.744,-148,165.5,83.4,0.78,-0.82,-0.23
136.746,-148.1,165.6,84.3,0.76,-0.82,-0.24
136.748,-147.9,165.5,84.6,0.79,-0.84,-0.26
136.75,-147,165.9,85.4,0.76,-0.79,-0.27
136.752,-146.9,166.1,85.4,0.71,-0.76,-0.25
136.754,-146.1,166.2,85.7,0.7,-0.76,-0.25
136.756,-145.2,166.3,86,0.68,-0.76,-0.26
136.758,-144.9,166.3,85.8,0.69,-0.79,-0.28
136.76,-144.4,166.5,86.1,0.7,-0.79,-0.3
136.762,-144,166.5,86.4,0.69,-0.79,-0.3
136.764,-143.4,166.5,86.9,0.66,-0.81,-0.31
136.766,-142.9,166.5,87.4,0.67,-0.82,-0.33
136.768,-142.4,166.9,87.9,0.67,-0.81,-0.35
136.77,-142.2,167.5,88.1,0.64,-0.81,-0.33
136.772,-141.6,167.5,88.3,0.61,-0.8,-0.35
136.774,-141.2,168.4,88.3,0.58,-0.79,-0.35
136.776,-140.9,168.5,88.3,0.55,-0.78,-0.35
136.778,-140.4,168.8,87.9,0.51,-0.77,-0.36
136.78,-140.1,169.2,87.9,0.5,-0.76,-0.34
136.782,-139.4,169.4,88.1,0.46,-0.74,-0.33
136.784,-139.3,169.5,88.1,0.44,-0.74,-0.33
136.786,-138.8,170.2,88.1,0.41,-0.74,-0.32
136.788,-138.2,170.3,88.1,0.41,-0.74,-0.32
136.79,-137.7,170.8,88.2,0.38,-0.74,-0.34
136.792,-136.9,171.2,88.1,0.35,-0.77,-0.36
136.794,-136.5,171.3,87.9,0.35,-0.76,-0.37
136.796,-135.6,171.7,87.9,0.35,-0.76,-0.38
136.798,-135.5,172.2,87.7,0.34,-0.75,-0.4
136.8,-135.2,172.7,87.4,0.32,-0.73,-0.39
136.802,-135,173.1,87.4,0.32,-0.69,-0.37
136.804,-134.9,173.7,86.7,0.27,-0.64,-0.36
136.806,-134.9,173.6,86.5,0.23,-0.62,-0.36
136.808,-134,173.8,85.8,0.25,-0.67,-0.35
136.81,-130.4,172.3,85.5,0.28,-0.8,-0.36
136.812,-128.3,173.3,86.5,0.29,-0.88,-0.55
136.814,-125.2,173.8,87.4,0.2,-0.99,-0.76
136.816,-125.9,176,86.1,0.19,-1.02,-0.66
136.818,-127.8,177.2,83,0.11,-0.93,-0.65
136.82,-127.6,178.2,82.2,0.14,-0.87,-0.39
136.822,-121.3,180.1,80.6,0.08,-0.78,-1.01
136.824,-121.5,182.1,79.9,0.16,-0.87,-1.07
136.826,-128.5,181.1,79.7,0.03,-0.81,-0.62
136.828,-128.2,179.5,80.4,0.09,-0.71,-0.25
136.83,-125.5,180.5,79.8,0.14,-0.77,-0.4
136.832,-121.7,183.1,78.5,0.14,-0.72,-0.9
136.834,-120.3,185,77.6,0.1,-0.8,-0.93
136.836,-119.9,187.2,77.4,-0.11,-0.83,-0.75
136.838,-117.9,187,78,-0.05,-0.89,-0.62
136.84,-114.3,187.3,76.9,0.06,-0.74,-0.69
136.842,-113.5,188.7,75.4,0.11,-0.7,-0.75
136.844,-114.3,190.5,72.2,-0.06,-0.8,-0.89
136.846,-114.1,192.8,72,-0.14,-0.85,-0.81
136.848,-114,193.1,72.2,-0.07,-0.82,-0.81
136.85,-111.9,193.2,72.5,0.06,-0.75,-0.81
136.852,-111.4,193.4,72.2,0.09,-0.72,-0.82
136.854,-109.6,195.1,71,0.04,-0.75,-0.82
136.856,-108.8,195.4,70.6,0,-0.74,-0.84
136.858,-105.9,198.2,69.7,-0.03,-0.73,-0.91
136.86,-105.3,199.5,68.7,0,-0.72,-0.92
136.862,-104.6,200.1,66.9,0.04,-0.67,-0.86
136.864,-103.8,201,65,0,-0.7,-0.82
136.866,-102.9,201.6,64.8,0,-0.73,-0.86
136.868,-100.3,203.3,64.4,0,-0.74,-0.9
136.87,-98.4,204.1,64.3,0,-0.77,-0.93
136.872,-95.6,207.2,63.7,0,-0.78,-0.97
136.874,-94.4,208.6,63,0,-0.78,-0.97
136.876,-92.2,211.6,61.8,-0.01,-0.77,-0.96
136.878,-91.2,212.8,61.2,-0.01,-0.75,-0.95
136.88,-88.8,216.3,59.4,-0.02,-0.77,-1
136.882,-87.5,219.3,57.6,-0.03,-0.78,-1.07
136.884,-87.2,220.2,57.5,-0.02,-0.8,-1.05
136.886,-86.5,221.8,57.8,0,-0.75,-0.95
136.888,-85.6,222.1,57.5,0.03,-0.73,-0.88
136.89,-84,224.7,56.6,0.02,-0.71,-0.86
136.892,-83.2,225.8,56.2,-0.01,-0.71,-0.91
136.894,-81.3,227.9,55.4,-0.07,-0.69,-0.96
136.896,-80.1,229.4,55,-0.09,-0.71,-0.97
136.898,-77.4,232.7,54.2,-0.06,-0.69,-0.88
136.9,-74.9,236,53,0,-0.66,-0.86
136.902,-74.1,237.2,52.2,-0.02,-0.66,-0.88
136.904,-73.4,240.2,51,-0.09,-0.68,-0.86
136.906,-72.8,241.1,50.5,-0.11,-0.69,-0.86
136.908,-70.6,243.6,50.1,-0.04,-0.69,-0.88
136.91,-69.5,244.5,50.1,0,-0.7,-0.92
136.912,-67.6,246.6,49.7,0,-0.67,-0.89
136.914,-66.6,248,49.6,-0.02,-0.66,-0.83
136.916,-65.2,251.3,48.5,-0.04,-0.59,-0.76
136.918,-64.1,253.6,46.5,-0.03,-0.57,-0.79
136.92,-63.6,254.8,45.6,-0.03,-0.57,-0.79
136.922,-61.8,256.3,44.5,-0.04,-0.62,-0.75
136.924,-60.5,257.6,44.7,-0.03,-0.64,-0.73
136.926,-58.3,260.3,44.6,-0.01,-0.62,-0.71
136.928,-57.3,261.8,44.5,-0.01,-0.61,-0.71
136.93,-55.2,264.8,43.3,-0.09,-0.6,-0.72
136.932,-54.7,266.1,42.7,-0.15,-0.61,-0.75
136.934,-53.6,267.6,42.1,-0.1,-0.64,-0.74
136.936,-52.4,268.8,42,0.03,-0.63,-0.71
136.938,-51.5,269.8,42.1,0.04,-0.58,-0.69
136.94,-50.7,272.6,41.3,-0.04,-0.56,-0.71
136.942,-49.6,273.4,41,-0.06,-0.57,-0.7
136.944,-48.4,274.8,40.7,0,-0.5,-0.68
136.946,-47.6,274.9,40,0.03,-0.48,-0.66
136.948,-45.9,275.8,38.5,0.05,-0.46,-0.62
136.95,-45,276,38,0.03,-0.48,-0.6
136.952,-43.3,277.5,37.9,0,-0.49,-0.62
136.954,-42.4,278.3,37.9,0.03,-0.5,-0.65
136.956,-40.5,279,37.7,0.04,-0.47,-0.66
136.958,-38.9,279.3,37,0.02,-0.47,-0.64
136.96,-38.5,279.8,36.8,0,-0.49,-0.62
136.962,-37.8,280.7,36.5,0,-0.46,-0.64
136.964,-37.6,281.3,36.4,0.02,-0.46,-0.64
136.966,-36.8,281.9,36,0.03,-0.44,-0.62
136.968,-36.3,281.9,35.8,0.03,-0.44,-0.59
136.97,-34.8,282.3,35.6,0.02,-0.42,-0.53
136.972,-34.2,282.8,35.6,0.02,-0.38,-0.52
136.974,-32.9,284.4,35.6,0.03,-0.37,-0.5
136.976,-31.5,285.1,34.7,0.02,-0.34,-0.49
136.978,-31.1,285.3,34.6,0.03,-0.35,-0.47
136.98,-30.1,285.6,34.2,0.01,-0.33,-0.45
136.982,-30.2,286,34,0.01,-0.32,-0.41
136.984,-30,286.7,34,0.02,-0.3,-0.37
136.986,-29.6,287.1,34.4,0.02,-0.3,-0.35
136.988,-29.3,287.7,34.1,0.03,-0.26,-0.34
136.99,-29.1,287.5,34,0.03,-0.28,-0.33
136.992,-28.6,287.7,34,0.02,-0.24,-0.29
136.994,-28.5,288.4,34,0.03,-0.22,-0.23
136.996,-28.2,288.5,33.8,0.04,-0.2,-0.21
136.998,-27.6,288.8,33.5,0.03,-0.18,-0.17
137,-27.5,289.1,33.3,0.05,-0.17,-0.16
137.002,-27.3,289.2,33.3,0.04,-0.16,-0.13
137.004,-27.2,289.5,33.3,0.04,-0.15,-0.12
137.006,-27,290,33.2,0.05,-0.13,-0.08
137.008,-26.8,289.8,33,0.04,-0.12,-0.07
137.01,-26.4,290.3,33.2,0.04,-0.12,-0.05
137.012,-26.1,290.2,33,0.06,-0.1,-0.03
137.014,-26.6,290.4,32.9,0.05,-0.06,-0.01
137.016,-26.8,290.4,32.9,0.04,-0.07,0.01
137.018,-26.6,290.4,33,0.04,-0.08,0.02
137.02,-26.8,290.3,32.7,0.05,-0.07,0.02
137.022,-27.1,290.7,32.5,0.06,-0.05,0.03
137.024,-27.1,290.6,32.6,0.05,-0.06,0.03
137.026,-27.2,290.4,32.5,0.04,-0.05,0.05
137.028,-27.3,290.7,32.4,0.05,-0.03,0.06
137.03,-27.5,290.5,32.4,0.04,-0.04,0.06
137.032,-27.7,290.7,32.3,0.04,-0.03,0.07
137.034,-28.2,290.7,32.3,0.04,-0.03,0.07
137.036,-28.3,290.7,32,0.04,-0.03,0.08
137.038,-28.7,290.6,32.1,0.04,-0.03,0.08
137.04,-29.1,290.7,31.9,0.04,-0.03,0.08
137.042,-29.5,290.7,31.8,0.03,-0.02,0.07
137.044,-29.6,290.5,31.6,0.04,-0.02,0.09
137.046,-30.1,290.8,31.6,0.04,-0.02,0.09
137.048,-30.3,290.5,31.5,0.03,-0.03,0.08
137.05,-30.6,290.5,31.3,0.05,-0.02,0.08
137.052,-31,290.6,31.2,0.03,-0.02,0.08
137.054,-31.2,290.5,31.2,0.03,-0.02,0.08
137.056,-31.8,290.6,30.9,0.03,-0.02,0.09
137.058,-31.9,290.5,31,0.03,-0.02,0.08
137.06,-32.4,290.2,30.7,0.03,-0.02,0.09
137.062,-32.8,290.1,30.5,0.03,-0.02,0.09
137.064,-33.1,290.1,30.5,0.03,-0.02,0.1
137.066,-33.7,290,30.1,0.04,-0.03,0.1
137.068,-34,290.2,30.2,0.03,-0.02,0.09
137.07,-34.2,290.1,29.8,0.03,-0.03,0.09
137.072,-34.5,290,30,0.03,-0.03,0.09
137.074,-34.8,289.6,29.8,0.02,-0.02,0.09
137.076,-35.3,289.8,29.5,0.02,-0.03,0.09
137.078,-35.8,289.6,29.4,0.03,-0.02,0.1
137.08,-35.9,289.5,29.1,0.03,-0.02,0.08
137.082,-36.5,289.6,28.8,0.02,-0.02,0.09
137.084,-36.9,289.3,28.4,0.03,-0.03,0.1
137.086,-37,289.2,28.6,0.01,-0.03,0.09
137.088,-37.5,289.5,28.3,0.02,-0.03,0.09
137.09,-37.8,289.1,28.2,0.02,-0.03,0.09
137.092,-38.2,289.1,28.1,0.02,-0.03,0.09
137.094,-38.4,289.1,27.7,0.02,-0.03,0.08
137.096,-38.9,288.8,27.4,0.02,-0.03,0.08
137.098,-39.1,288.7,27.3,0.01,-0.02,0.08
137.1,-39.4,288.9,27,0.02,-0.02,0.08
137.102,-39.8,288.6,26.5,0.02,-0.02,0.06
137.104,-40.1,288.7,26.6,0.02,-0.03,0.05
137.106,-40.6,288.4,26.5,0.02,-0.02,0.06
137.108,-40.8,288.1,26.4,0.03,-0.03,0.07
137.11,-41.2,288.2,25.9,0.03,-0.01,0.06
137.112,-41.5,288.2,25.8,0.02,-0.01,0.05
137.114,-41.7,287.7,25.4,0.02,-0.02,0.04
137.116,-41.9,287.9,25.1,0.02,-0.02,0.04
137.118,-42,287.7,24.9,0.04,-0.02,0.04
137.12,-42.6,287.7,24.7,0.03,-0.02,0.03
137.122,-42.7,287.5,24.6,0.03,-0.02,0.03
137.124,-43.1,287.2,24.4,0.03,-0.01,0.03
137.126,-43.3,287.1,24.2,0.03,-0.02,0.04
137.128,-43.6,287.2,23.8,0.04,-0.02,0.03
137.13,-43.9,287.1,23.7,0.03,-0.02,0.01
137.132,-44,286.7,23.4,0.04,-0.01,0.02
137.134,-44.3,286.8,23.2,0.03,-0.01,0.03
137.136,-44.3,286.5,22.8,0.03,-0.01,0.03
137.138,-44.8,286.5,22.5,0.03,-0.02,0.01
137.14,-45.1,286.5,22.6,0.03,-0.01,0.01
137.142,-45.2,286,22.2,0.03,-0.01,0.01
137.144,-45.5,286.2,22.3,0.04,0,0
137.146,-45.8,286.3,21.9,0.03,-0.01,0
137.148,-45.8,286,21.7,0.03,-0.01,0
137.15,-45.9,286,21.4,0.03,-0.01,0
137.152,-46.1,286,21.1,0.04,-0.01,0.01
137.154,-46.4,285.6,21.1,0.03,-0.01,0.01
137.156,-46.8,285.4,20.5,0.03,-0.02,0
137.158,-47,285.6,20.2,0.03,-0.02,0
137.16,-47.1,285.3,20.2,0.04,-0.01,0
137.162,-47.3,285.3,20,0.03,-0.01,0
137.164,-47.4,285.2,19.8,0.03,-0.02,-0.01
137.166,-47.5,284.8,19.5,0.03,-0.01,-0.01
137.168,-47.8,285.1,19.1,0.02,-0.01,0
137.17,-48,284.8,18.8,0.02,-0.01,0
137.172,-48.1,284.9,18.6,0.04,-0.01,-0.01
137.174,-48.4,284.5,18.3,0.03,-0.01,-0.01
137.176,-48.6,284.4,18.3,0.02,-0.02,-0.02
137.178,-48.5,284.5,18.1,0.03,-0.01,-0.01
137.18,-48.7,284.4,17.9,0.03,-0.02,-0.02
137.182,-48.9,284.1,17.5,0.04,-0.01,-0.02
137.184,-49.1,284.1,17.2,0.03,-0.02,-0.02
137.186,-49.2,283.9,16.8,0.03,-0.02,-0.03
137.188,-49.2,283.8,16.6,0.03,-0.02,-0.03
137.19,-49.3,283.9,16.5,0.03,-0.03,-0.05
137.192,-49.4,283.9,16.4,0.04,-0.03,-0.06
137.194,-49.3,283.5,16.2,0.03,-0.04,-0.07
137.196,-49.4,283.4,15.9,0.03,-0.04,-0.08
137.198,-49.2,283.4,15.5,0.04,-0.05,-0.09
137.2,-49.2,283,15.1,0.03,-0.06,-0.12
137.202,-49.1,282.9,15.1,0.04,-0.06,-0.13
137.204,-49.2,282.5,14.7,0.06,-0.06,-0.15
137.206,-49,282.3,14.7,0.07,-0.07,-0.15
137.208,-49.2,282,14.6,0.05,-0.08,-0.15
137.21,-49.2,281.6,14.3,0.05,-0.07,-0.17
137.212,-49.1,281.4,14.2,0.07,-0.07,-0.19
137.214,-48.7,280.9,13.6,0.06,-0.08,-0.21
137.216,-48.4,280.8,13.7,0.06,-0.09,-0.21
137.218,-47.7,280.2,13.7,0.07,-0.11,-0.24
137.22,-47.5,280.2,13.4,0.07,-0.11,-0.24
137.222,-47.5,279.3,13.2,0.08,-0.1,-0.25
137.224,-47.8,278.9,12.9,0.07,-0.1,-0.25
137.226,-48.7,278.3,12.7,0.06,-0.08,-0.19
137.228,-49.2,278,12.5,0.07,-0.08,-0.19
137.23,-49.2,277,12.5,0.08,-0.06,-0.16
137.232,-48.2,276.7,12.7,0.08,-0.06,-0.19
137.234,-47.5,276.4,12.5,0.08,-0.04,-0.19
137.236,-45.6,276.2,12.4,0.06,-0.06,-0.2
137.238,-44.9,276.1,12.1,0.07,-0.05,-0.19
137.24,-45,275.8,11.3,0.07,-0.05,-0.2
137.242,-45.4,275.5,10.8,0.07,-0.06,-0.2
137.244,-47.1,274.7,10.6,0.06,-0.09,-0.21
137.246,-47.4,274.1,10.9,0.07,-0.11,-0.21
137.248,-47.3,272.9,11.9,0.09,-0.11,-0.24
137.25,-45.7,272.6,12.3,0.09,-0.07,-0.26
137.252,-44.7,272.3,12,0.08,-0.08,-0.29
137.254,-43.3,272.1,11.1,0.05,-0.09,-0.26
137.256,-43,272,10.4,0.07,-0.06,-0.25
137.258,-43.4,271.4,9.5,0.1,-0.13,-0.31
137.26,-43.9,270.6,9.2,0.09,-0.15,-0.33
137.262,-45,269,9.9,0.1,-0.15,-0.3
137.264,-45.1,268.4,10.3,0.11,-0.15,-0.3
137.266,-44.3,267.2,11.3,0.08,-0.13,-0.33
137.268,-42.9,266.6,11.3,0.11,-0.1,-0.35
137.27,-41.9,266.3,10.7,0.1,-0.09,-0.32
137.272,-40.9,265.8,9.6,0.07,-0.09,-0.29
137.274,-40.8,265.7,8.8,0.08,-0.14,-0.33
137.276,-41.2,264.3,8.7,0.1,-0.14,-0.34
137.278,-41.6,263.6,8.9,0.1,-0.15,-0.33
137.28,-41.9,262.5,9.6,0.1,-0.18,-0.32
137.282,-41.6,261.8,10.2,0.07,-0.16,-0.35
137.284,-40.3,260.6,11,0.11,-0.12,-0.37
137.286,-39.1,260.4,10.3,0.1,-0.09,-0.34
137.288,-38.5,260.1,9.7,0.09,-0.1,-0.32
137.29,-37.7,259.4,8.6,0.1,-0.12,-0.35
137.292,-37.7,259.2,8.5,0.1,-0.13,-0.37
137.294,-37.8,257.9,8.3,0.11,-0.18,-0.4
137.296,-38.1,257.2,8.8,0.13,-0.19,-0.4
137.298,-37.7,255.5,10,0.12,-0.17,-0.38
137.3,-37.5,255.2,10.4,0.11,-0.16,-0.4
137.302,-36.8,254.3,10,0.09,-0.13,-0.39
137.304,-35.9,253.4,9.4,0.12,-0.12,-0.36
137.306,-35.3,253.2,9.1,0.11,-0.12,-0.36
137.308,-34.5,252.4,8.5,0.15,-0.14,-0.42
137.31,-34,251.8,8.8,0.11,-0.18,-0.45
137.312,-33.7,250.3,9.7,0.12,-0.19,-0.4
137.314,-33.8,249.6,10.2,0.16,-0.15,-0.37
137.316,-34.2,248.9,10,0.15,-0.11,-0.36
137.318,-34.4,248.2,9.7,0.1,-0.1,-0.35
137.32,-34.8,247,8.5,0.06,-0.08,-0.29
137.322,-34.1,246.6,8.3,0.07,-0.1,-0.25
137.324,-33.2,246.6,8.4,0.08,-0.12,-0.25
137.326,-31.7,245.9,9.4,0.11,-0.11,-0.34
137.328,-30.7,245.5,10,0.12,-0.12,-0.34
137.33,-30,244.2,10.2,0.05,-0.15,-0.34
137.332,-29.9,243.3,10.4,0.08,-0.12,-0.3
137.334,-30,243.3,9.8,0.15,-0.1,-0.31
137.336,-30.5,243.3,9.2,0.14,-0.12,-0.36
137.338,-30.7,241.8,8.8,0.13,-0.16,-0.42
137.34,-30.2,240.1,9,0.16,-0.15,-0.38
137.342,-30.2,239.8,9.5,0.16,-0.16,-0.36
137.344,-29.5,238.9,9.5,0.15,-0.15,-0.37
137.346,-29.1,238.3,9.6,0.13,-0.15,-0.39
137.348,-28.5,237.1,9.7,0.13,-0.13,-0.34
137.35,-28.4,236.6,9.4,0.14,-0.12,-0.32
137.352,-27.7,235.9,9,0.16,-0.12,-0.34
137.354,-27.5,235.6,9.2,0.14,-0.15,-0.37
137.356,-27,234.2,9.7,0.14,-0.15,-0.35
137.358,-26.9,232.6,10.2,0.15,-0.14,-0.35
137.36,-26.8,232.5,10.2,0.17,-0.13,-0.29
137.362,-27,231.5,10.1,0.12,-0.12,-0.32
137.364,-26.3,230.7,9.7,0.15,-0.13,-0.33
137.366,-25.9,230.3,9.7,0.16,-0.13,-0.36
137.368,-25.4,229.3,9.5,0.19,-0.13,-0.34
137.37,-24.9,228.4,9.8,0.18,-0.17,-0.33
137.372,-24.4,228.1,10,0.16,-0.16,-0.32
137.374,-24.4,226.3,10.9,0.2,-0.15,-0.35
137.376,-24.5,225.4,11.2,0.23,-0.13,-0.33
137.378,-24.9,224.9,10.9,0.2,-0.12,-0.32
137.38,-24,223.4,10.7,0.21,-0.14,-0.31
137.382,-23.7,223.1,10.8,0.23,-0.14,-0.34
137.384,-22.9,221.9,11,0.28,-0.17,-0.35
137.386,-22.8,221.4,11.2,0.28,-0.16,-0.35
137.388,-22,220.1,12,0.31,-0.16,-0.32
137.39,-21.9,219.3,12.3,0.31,-0.17,-0.35
137.392,-21.4,217.9,12.7,0.33,-0.18,-0.36
137.394,-21.7,216.5,13.2,0.36,-0.19,-0.38
137.396,-21.5,215.7,13.5,0.39,-0.19,-0.36
137.398,-21.2,213.9,14.3,0.43,-0.18,-0.36
137.4,-20.9,213.7,14.1,0.44,-0.16,-0.36
137.402,-20.4,211.8,14.6,0.42,-0.18,-0.4
137.404,-20,210.8,14.8,0.46,-0.19,-0.39
137.406,-20,209.5,15.4,0.48,-0.18,-0.34
137.408,-19.5,208.8,15.9,0.49,-0.17,-0.33
137.41,-19.5,206.9,16,0.48,-0.18,-0.36
137.412,-18.9,205.1,16.5,0.49,-0.2,-0.36
137.414,-18.7,204.3,17.4,0.49,-0.19,-0.36
137.416,-17.9,202.7,18.1,0.51,-0.2,-0.36
137.418,-17.7,201.9,18.6,0.52,-0.21,-0.36
137.42,-16.9,200.2,19.3,0.54,-0.21,-0.35
137.422,-17.1,199.2,19.7,0.52,-0.2,-0.39
137.424,-17.2,197.5,20.4,0.54,-0.2,-0.36
137.426,-17.9,196.9,20.9,0.52,-0.19,-0.32
137.428,-17.2,195.3,21.6,0.57,-0.19,-0.33
137.43,-17.7,194.5,21.8,0.56,-0.19,-0.36
137.432,-17.1,192.6,22.9,0.57,-0.17,-0.31
137.434,-16.6,190.8,24.4,0.58,-0.19,-0.28
137.436,-16.2,190.1,25.3,0.59,-0.2,-0.29
137.438,-15.7,188.5,26.1,0.62,-0.15,-0.28
137.44,-15,187.7,25.9,0.62,-0.17,-0.32
137.442,-14.8,186.2,26.5,0.61,-0.18,-0.34
137.444,-14.7,185.2,26.7,0.6,-0.18,-0.31
137.446,-14.7,183.8,27.3,0.62,-0.16,-0.28
137.448,-14.7,183.1,27.4,0.59,-0.17,-0.28
137.45,-15.3,181.5,27.9,0.54,-0.21,-0.31
137.452,-15.1,179.8,29.3,0.53,-0.21,-0.3
137.454,-15.1,179.1,29.8,0.54,-0.22,-0.28
137.456,-15,178.3,31,0.55,-0.2,-0.26
137.458,-14.9,177.7,31.4,0.51,-0.18,-0.24
137.46,-14.3,176.2,31.6,0.48,-0.19,-0.27
137.462,-14.6,176.1,32,0.48,-0.2,-0.24
137.464,-14.9,175.2,32.6,0.51,-0.21,-0.21
137.466,-14.4,174.6,33.2,0.54,-0.25,-0.24
137.468,-14.7,173.3,34.6,0.55,-0.25,-0.23
137.47,-15.1,171.3,36.3,0.57,-0.24,-0.23
137.472,-15.1,170.9,36.7,0.57,-0.27,-0.22
137.474,-15.8,170.3,37.2,0.61,-0.23,-0.16
137.476,-15.5,169.7,37.2,0.62,-0.29,-0.19
137.478,-16,168.5,37.2,0.64,-0.32,-0.18
137.48,-16.9,168.3,37.3,0.64,-0.25,-0.11
137.482,-16.7,167,38,0.64,-0.3,-0.08
137.484,-16.5,166.6,38.6,0.6,-0.32,-0.11
137.486,-16.4,166.1,39.6,0.61,-0.31,-0.11
137.488,-16.2,164.7,40,0.58,-0.29,-0.03
137.49,-15.9,164.3,40.3,0.59,-0.32,-0.1
137.492,-16.5,163.6,40.6,0.53,-0.32,-0.07
137.494,-16.8,163.2,40.7,0.55,-0.3,-0.06
137.496,-17.5,162.6,41.5,0.51,-0.34,-0.1
137.498,-18.2,162.3,42,0.55,-0.32,-0.11
137.5,-18.8,160.9,43.1,0.55,-0.33,-0.04
137.502,-18.4,160.3,43.7,0.47,-0.31,-0.09
137.504,-19.3,160,44.6,0.49,-0.31,-0.09
137.506,-19.9,159.1,45.3,0.51,-0.33,-0.05
137.508,-20.4,159,45.6,0.55,-0.33,0
137.51,-21.2,158.4,46.1,0.58,-0.32,-0.01
137.512,-21.5,157.6,46.1,0.55,-0.34,-0.04
137.514,-22.8,156.5,46.8,0.56,-0.34,0
137.516,-23,156.3,46.8,0.55,-0.37,0.07
137.518,-22.8,155.6,47.8,0.6,-0.37,0.03
137.52,-23.3,155.4,48.1,0.62,-0.38,0
137.522,-24.6,154.2,49.1,0.65,-0.39,0.03
137.524,-24.9,153.2,50,0.62,-0.43,0.09
137.526,-24.7,153.2,50.6,0.68,-0.43,0.03
137.528,-25.6,152.7,51.3,0.73,-0.43,-0.04
137.53,-26.1,151.9,51.7,0.72,-0.47,-0.02
137.532,-27.4,150.6,52.7,0.75,-0.49,0.06
137.534,-28.3,150.1,53.3,0.78,-0.5,0.09
137.536,-29.8,149.3,54.4,0.81,-0.49,0.07
137.538,-30.4,148.6,55.1,0.82,-0.53,0.05
137.54,-31.2,147.4,56.4,0.84,-0.51,0.08
137.542,-31.2,146.1,57.5,0.85,-0.51,0.09
137.544,-31.2,145.8,58,0.86,-0.49,0.08
137.546,-31.7,145.3,58.6,0.86,-0.5,0.07
137.548,-31.9,144.8,58.7,0.86,-0.49,0.08
137.55,-32.6,143.6,59.4,0.87,-0.49,0.09
137.552,-33.2,142.8,59.6,0.87,-0.47,0.07
137.554,-34.4,141.6,60.4,0.84,-0.49,0.08
137.556,-34.9,140.7,61.3,0.81,-0.49,0.07
137.558,-36.3,139.2,62.4,0.79,-0.48,0.06
137.56,-36.9,137.2,63.8,0.8,-0.45,0.06
137.562,-37.3,136.5,64.6,0.78,-0.45,0.06
137.564,-37.9,134.9,65.7,0.77,-0.46,0.06
137.566,-38.3,134.2,66.2,0.76,-0.47,0.06
137.568,-39.6,132.4,67.4,0.8,-0.48,0.08
137.57,-40.1,131.6,67.8,0.81,-0.49,0.07
137.572,-41.5,129.3,68.8,0.84,-0.51,0.08
137.574,-42.1,128.1,69.3,0.81,-0.53,0.06
137.576,-42.7,126.7,70.5,0.85,-0.55,0.09
137.578,-43.6,125.7,72,0.88,-0.55,0.06
137.58,-44.1,125,72.4,0.88,-0.56,0.06
137.582,-45.9,123.1,73.9,0.92,-0.6,0.06
137.584,-47.3,121.8,74.5,0.88,-0.65,0.19
137.586,-49.5,120.3,76.4,0.95,-0.69,0.18
137.588,-51.5,119.7,77.1,1.01,-0.7,0.16
137.59,-54.1,117.6,78.6,1,-0.7,0.33
137.592,-54.2,116.6,79.4,1.02,-0.72,0.31
137.594,-54.5,114.5,80.2,1,-0.71,0.38
137.596,-54.8,113.3,80.9,1,-0.7,0.27
137.598,-54.5,113.2,81.1,0.97,-0.68,0.26
137.6,-53.9,112.3,81.8,0.95,-0.73,0.24
137.602,-53.7,112,82.5,1,-0.71,0.21
137.604,-55.2,110.9,83.2,1.02,-0.75,0.22
137.606,-57.1,110.1,83.9,1.01,-0.75,0.28
137.608,-59.8,107.9,86.2,0.95,-0.79,0.31
137.61,-61.1,107.5,87.5,0.95,-0.77,0.28
137.612,-63,107.5,89.4,0.98,-0.74,0.21
137.614,-63.2,106.7,90.6,1.01,-0.72,0.22
137.616,-63.4,106.4,91.2,1.04,-0.74,0.22
137.618,-64.4,105.9,92.3,1.04,-0.75,0.26
137.62,-65.2,106.2,92.7,1.05,-0.77,0.28
137.622,-67.1,106.6,94.3,1.07,-0.79,0.29
137.624,-68.1,106.6,95.1,1.09,-0.77,0.26
137.626,-70.6,106.2,96.5,1.13,-0.78,0.22
137.628,-71.6,106.3,97.4,1.12,-0.78,0.21
137.63,-73,107.3,99.1,1.12,-0.78,0.24
