Flight_Time_(s),Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z
190.408,-192.2,483.2,21,1.54,-0.7,0.58
190.41,-192.7,483,19.5,1.5,-0.71,0.45
190.412,-194.3,482.2,15.7,1.33,-0.73,0.24
190.414,-194.4,481.9,15.1,1.26,-0.88,0.25
190.416,-192.6,482.6,14.5,1.47,-0.84,0.51
190.418,-192.7,483.4,14.4,1.48,-0.85,0.53
190.42,-195.9,483.3,11.8,1.51,-0.98,0.42
190.422,-198.8,482.3,12.5,1.45,-0.97,0.52
190.424,-198.8,482.5,12.2,1.55,-0.87,0.49
190.426,-199,484.7,9.2,1.55,-0.61,0.33
190.428,-198.1,485.9,6,1.51,-0.56,0.26
190.43,-196.6,484.6,0.9,1.2,-0.84,0.39
190.432,-197.6,485.6,-0.9,1.22,-0.91,0.43
190.434,-197,486.4,1.6,1.59,-1.21,0.46
190.436,-200,487.8,3,1.72,-1.31,0.43
190.438,-204.1,485.9,2.6,1.61,-1.2,0.37
190.44,-203.4,482.1,-0.3,1.28,-1.06,0.32
190.442,-203.1,483.2,-2.6,1.13,-0.97,0.38
190.444,-200.8,488.3,-8.8,1.09,-0.87,0.45
190.446,-198.6,491.2,-11.5,1.25,-0.81,0.51
190.448,-197.1,490.1,-12.1,1.16,-0.8,0.22
190.45,-199.9,488.3,-12.5,1.15,-0.73,0.08
190.452,-203.2,486,-12.9,1.23,-0.66,0.26
190.454,-202.9,485,-12.4,1.25,-0.69,0.39
190.456,-204.1,485.5,-13.4,1.15,-0.7,0.39
190.458,-204.3,487,-17,1.06,-0.64,0.31
190.46,-204.6,488.1,-19.4,1.04,-0.57,0.34
190.462,-201.4,488.8,-25.1,1.15,-0.6,0.42
190.464,-199.2,489.4,-27.5,1.19,-0.71,0.41
190.466,-198.4,488.6,-29.2,1.19,-0.88,0.35
190.468,-200.1,488.3,-28.7,1.13,-0.83,0.38
190.47,-201.2,487.9,-28.5,1.06,-0.76,0.45
190.472,-201.8,488.2,-29.2,1.11,-0.69,0.45
190.474,-202.8,488.4,-33,1.04,-0.51,0.43
190.476,-201.4,489,-37.3,1.17,-0.53,0.47
190.478,-199.7,488,-38.5,1.05,-0.53,0.33
190.48,-198.2,489.9,-41.1,1.31,-0.61,0.45
190.482,-196.7,489.7,-40.9,1.24,-0.65,0.44
190.484,-197.6,489.9,-43.4,1.18,-0.62,0.51
190.486,-197.6,489.9,-44.8,1.13,-0.59,0.49
190.488,-199.3,490.7,-48.3,1.12,-0.54,0.55
190.49,-198.7,490.9,-49.7,1.1,-0.52,0.51
190.492,-198,492.1,-51.8,1.12,-0.48,0.46
190.494,-196,492.6,-53.3,1.08,-0.4,0.39
190.496,-195.2,492.5,-54.3,1.06,-0.39,0.43
190.498,-194.8,492.7,-56.7,0.98,-0.39,0.43
190.5,-195.7,492.8,-58.1,0.95,-0.32,0.45
190.502,-192.8,493.7,-61,0.99,-0.21,0.5
190.504,-191.3,493.8,-62.5,1.03,-0.31,0.52
190.506,-193.8,493.8,-64.9,1.04,-0.34,0.43
190.508,-193.6,493.5,-65.7,1.04,-0.4,0.41
190.51,-190.8,493.1,-66.9,1.03,-0.38,0.42
190.512,-188.2,494.3,-68.9,1.11,-0.35,0.47
190.514,-186.7,495.3,-70.1,1.09,-0.34,0.42
190.516,-184.9,496.3,-73.7,1.05,-0.38,0.37
190.518,-184.5,496.4,-75.3,1.03,-0.4,0.4
190.52,-183.8,496.6,-78,1.02,-0.37,0.49
190.522,-183.6,497.1,-79.1,1.03,-0.35,0.47
190.524,-182.9,498.6,-80.9,1.01,-0.31,0.35
190.526,-181.4,498.6,-81.5,1,-0.3,0.3
190.528,-178,498.8,-82.7,0.99,-0.22,0.24
190.53,-174.7,498.3,-84.4,1.01,-0.15,0.27
190.532,-173.8,498.6,-85.9,0.98,-0.12,0.3
190.534,-173.2,500.6,-88.6,0.94,-0.14,0.34
190.536,-172.7,500.9,-90.1,0.95,-0.14,0.34
190.538,-171.6,501.6,-92.2,0.99,-0.14,0.29
190.54,-170.7,501.8,-93.1,1.02,-0.13,0.28
190.542,-167.4,501.6,-94.5,0.95,-0.13,0.24
190.544,-165.6,501.6,-95.1,0.92,-0.13,0.24
190.546,-161.9,502.8,-95.2,0.88,-0.23,0.34
190.548,-158.4,504.7,-95.4,1.1,0,0.16
190.55,-158.4,505,-97.3,1.16,0,0.22
190.552,-157.7,503.7,-101.2,0.92,-0.21,0.36
190.554,-157.1,503.2,-101.5,0.93,-0.41,0.39
190.556,-155.6,505.3,-99.4,1.38,-0.47,0.42
190.558,-153.1,507.4,-98.9,1.37,-0.4,0.2
190.56,-150.2,507.2,-101,1.33,-0.29,0.25
190.562,-147.4,505.1,-102,1.11,-0.28,0.28
190.564,-143.1,503.7,-105.7,1.01,-0.21,0.32
190.566,-142.5,508.4,-108.8,1.07,-0.24,0.47
190.568,-141.4,510.4,-109.2,1.05,-0.22,0.45
190.57,-138.7,509.1,-109.7,1.02,-0.2,0.23
190.572,-137.6,506.8,-109.4,1.03,-0.24,0.15
190.574,-135.7,504,-108,0.94,-0.22,0.28
190.576,-134.1,504.3,-107.3,0.91,-0.23,0.35
190.578,-131.2,506.5,-106.2,0.97,-0.17,0.39
190.58,-129.9,506.6,-106.3,1.04,-0.1,0.35
190.582,-127.5,505.8,-109.8,1.03,-0.05,0.31
190.584,-124.9,504.7,-111.8,0.95,-0.06,0.39
190.586,-123.6,504.7,-114.6,0.91,-0.15,0.44
190.588,-120.2,506.4,-114.7,0.97,-0.26,0.43
190.59,-118.6,506.9,-113.9,1.01,-0.3,0.33
190.592,-116.1,505.2,-111.9,1.1,-0.29,0.23
190.594,-115.4,503.6,-111.2,1.1,-0.26,0.33
190.596,-113.2,500.8,-111.4,1,-0.23,0.52
190.598,-112.1,501.2,-112.3,0.96,-0.21,0.55
190.6,-110.1,504.5,-114.6,0.95,-0.22,0.49
190.602,-108.9,505.3,-115.5,1.06,-0.24,0.46
190.604,-105.2,504.1,-116.2,1.12,-0.34,0.45
190.606,-102.1,501.1,-114.7,1.19,-0.44,0.44
190.608,-101.2,500.5,-113.5,1.16,-0.43,0.49
190.61,-99.7,500.1,-112,1.05,-0.38,0.6
190.612,-98.6,500.6,-112,1.05,-0.35,0.62
190.614,-96.5,500.9,-113.2,1.1,-0.29,0.53
190.616,-95.3,500.7,-114.4,1.13,-0.29,0.52
190.618,-92.8,500.2,-116.2,1.11,-0.33,0.56
190.62,-91,499.6,-116.1,1.06,-0.4,0.57
190.622,-88.5,498.9,-114.6,1.08,-0.46,0.56
190.624,-87,498.4,-112.7,1.1,-0.45,0.62
190.626,-86.3,497.5,-111.8,1.09,-0.42,0.63
190.628,-84.4,496.3,-111.2,1.04,-0.39,0.62
190.63,-83.4,496.3,-111.3,1.01,-0.39,0.58
190.632,-81.4,496,-111.8,1.04,-0.36,0.63
190.634,-80.2,496.3,-112.2,1.07,-0.35,0.68
190.636,-77,495.8,-112.5,1.06,-0.4,0.64
190.638,-75.9,495.3,-112.2,1.02,-0.44,0.59
190.64,-74.6,494.2,-110.6,1.04,-0.49,0.63
190.642,-73.4,493.1,-108.7,1.07,-0.45,0.76
190.644,-72.5,493,-108.2,1.09,-0.43,0.74
190.646,-71.7,492.3,-108.1,1.03,-0.42,0.69
190.648,-70.6,492.1,-108.5,0.99,-0.4,0.67
190.65,-67.9,491.5,-109,0.99,-0.39,0.75
190.652,-66.2,491.2,-109.2,0.98,-0.4,0.76
190.654,-63.5,490.6,-109,0.99,-0.45,0.68
190.656,-63,490.6,-108.1,0.98,-0.46,0.68
190.658,-62,489.2,-106.4,0.96,-0.49,0.7
190.66,-60.9,487.3,-104.3,0.97,-0.47,0.78
190.662,-60.6,486.9,-103.6,0.96,-0.47,0.77
190.664,-59.9,486.6,-102.9,0.97,-0.44,0.72
190.666,-58.7,486,-103.2,0.92,-0.41,0.74
190.668,-55.7,485.3,-103.4,0.92,-0.44,0.72
190.67,-54.2,484.9,-103.5,0.91,-0.41,0.69
190.672,-51.9,483.9,-103.3,0.91,-0.5,0.71
190.674,-51.2,483.7,-102.7,0.89,-0.52,0.75
190.676,-50.3,482.5,-101.1,0.88,-0.55,0.73
190.678,-50.1,481.1,-99.4,0.86,-0.5,0.67
190.68,-50,480.9,-99.2,0.87,-0.48,0.72
190.682,-48.1,479.7,-98.4,0.8,-0.44,0.72
190.684,-46.6,479.3,-98.2,0.82,-0.46,0.68
