Flight Time Rounded (s),Thrust (lb),Accel (ft/sec^2),Weight (lb)
7.34,0,-74.33125565,36.6586
7.35,0,-74.2664488,36.6586
7.36,0,-74.20171837,36.6586
7.37,0,-74.137001,36.6586
7.38,0,-74.0723705,36.6586
7.39,0,-74.00779351,36.6586
7.4,0,-73.94325323,36.6586
7.41,0,-73.87878667,36.6586
7.42,0,-73.81436601,36.6586
7.43,0,-73.74998871,36.6586
7.44,0,-73.68568846,36.6586
7.45,0,-73.62144206,36.6586
7.46,0,-73.55723153,36.6586
7.47,0,-73.49311433,36.6586
7.48,0,-73.42901474,36.6586
7.49,0,-73.36501092,36.6586
7.5,0,-73.30103129,36.6586
7.51,0,-73.23711787,36.6586
7.52,0,-73.17327799,36.6586
7.53,0,-73.10949458,36.6586
7.54,0,-73.04575515,36.6586
7.55,0,-72.98209238,36.6586
7.56,0,-72.9184829,36.6586
7.57,0,-72.8549309,36.6586
7.58,0,-72.79142237,36.6586
7.59,0,-72.7279578,36.6586
7.6,0,-72.66457025,36.6586
7.61,0,-72.6012451,36.6586
7.62,0,-72.53798579,36.6586
7.63,0,-72.47478111,36.6586
7.64,0,-72.41164278,36.6586
7.65,0,-72.34855912,36.6586
7.66,0,-72.2855227,36.6586
7.67,0,-72.22256826,36.6586
7.68,0,-72.15966031,36.6586
7.69,0,-72.09681951,36.6586
7.7,0,-72.03403283,36.6586
7.71,0,-71.97131284,36.6586
7.72,0,-71.90865694,36.6586
7.73,0,-71.84604738,36.6586
7.74,0,-71.7835013,36.6586
7.75,0,-71.72105203,36.6586
7.76,0,-71.65863589,36.6586
7.77,0,-71.59630715,36.6586
7.78,0,-71.53400206,36.6586
7.79,0,-71.47176491,36.6586
7.8,0,-71.40961103,36.6586
7.81,0,-71.34751381,36.6586
7.82,0,-71.28546968,36.6586
7.83,0,-71.2235125,36.6586
7.84,0,-71.16157891,36.6586
7.85,0,-71.09973251,36.6586
7.86,0,-71.03794076,36.6586
7.87,0,-70.97620539,36.6586
7.88,0,-70.91455666,36.6586
7.89,0,-70.85295119,36.6586
7.9,0,-70.7914328,36.6586
7.91,0,-70.72994798,36.6586
7.92,0,-70.66856044,36.6586
7.93,0,-70.60720746,36.6586
7.94,0,-70.54592149,36.6586
7.95,0,-70.48470839,36.6586
7.96,0,-70.42355254,36.6586
7.97,0,-70.36247012,36.6586
7.98,0,-70.30145471,36.6586
7.99,0,-70.24048283,36.6586
8,0,-70.1796083,36.6586
8.01,0,-70.118757,36.6586
8.02,0,-70.05801248,36.6586
8.03,0,-69.99731623,36.6586
8.04,0,-69.93668332,36.6586
8.05,0,-69.87611747,36.6586
8.06,0,-69.81560631,36.6586
8.07,0,-69.75517164,36.6586
8.08,0,-69.69479043,36.6586
8.09,0,-69.63449681,36.6586
8.1,0,-69.57426658,36.6586
8.11,0,-69.51410353,36.6586
8.12,0,-69.45395378,36.6586
8.13,0,-69.393932,36.6586
8.14,0,-69.33394702,36.6586
8.15,0,-69.2740552,36.6586
8.16,0,-69.21421127,36.6586
8.17,0,-69.15443105,36.6586
8.18,0,-69.09470804,36.6586
8.19,0,-69.03507796,36.6586
8.2,0,-68.97549617,36.6586
8.21,0,-68.9159874,36.6586
8.22,0,-68.85654587,36.6586
8.23,0,-68.79715763,36.6586
8.24,0,-68.73784684,36.6586
8.25,0,-68.67860386,36.6586
8.26,0,-68.61943467,36.6586
8.27,0,-68.56033224,36.6586
8.28,0,-68.50128314,36.6586
8.29,0,-68.44231233,36.6586
8.3,0,-68.383404,36.6586
8.31,0,-68.32457441,36.6586
8.32,0,-68.26580248,36.6586
8.33,0,-68.2070745,36.6586
8.34,0,-68.14844379,36.6586
8.35,0,-68.08986545,36.6586
8.36,0,-68.03137491,36.6586
8.37,0,-67.97294744,36.6586
8.38,0,-67.91457825,36.6586
8.39,0,-67.85628686,36.6586
8.4,0,-67.79805844,36.6586
8.41,0,-67.73987821,36.6586
8.42,0,-67.68181158,36.6586
8.43,0,-67.62377261,36.6586
8.44,0,-67.56581674,36.6586
8.45,0,-67.50793868,36.6586
8.46,0,-67.4500944,36.6586
8.47,0,-67.39233753,36.6586
8.48,0,-67.33466867,36.6586
8.49,0,-67.277053,36.6586
8.5,0,-67.21949535,36.6586
8.51,0,-67.16200065,36.6586
8.52,0,-67.10460401,36.6586
8.53,0,-67.0472458,36.6586
8.54,0,-66.98718915,36.6586
8.55,0,-66.92783263,36.6586
8.56,0,-66.86853934,36.6586
8.57,0,-66.80934341,36.6586
8.58,0,-66.75022618,36.6586
8.59,0,-66.69122216,36.6586
8.6,0,-66.6322654,36.6586
8.61,0,-66.57343233,36.6586
8.62,0,-66.51465717,36.6586
8.63,0,-66.45599505,36.6586
8.64,0,-66.39739156,36.6586
8.65,0,-66.33887665,36.6586
8.66,0,-66.28046457,36.6586
8.67,0,-66.2221205,36.6586
8.68,0,-66.16385962,36.6586
8.69,0,-66.10570697,36.6586
8.7,0,-66.04761272,36.6586
8.71,0,-65.98960101,36.6586
8.72,0,-65.9316876,36.6586
8.73,0,-65.87386789,36.6586
8.74,0,-65.81612609,36.6586
8.75,0,-65.75846713,36.6586
8.76,0,-65.70088721,36.6586
8.77,0,-65.64339474,36.6586
8.78,0,-65.58600661,36.6586
8.79,0,-65.52868601,36.6586
8.8,0,-65.47143941,36.6586
8.81,0,-65.41428021,36.6586
8.82,0,-65.35719935,36.6586
8.83,0,-65.30020203,36.6586
8.84,0,-65.24330335,36.6586
8.85,0,-65.18649245,36.6586
8.86,0,-65.12974452,36.6586
8.87,0,-65.07310512,36.6586
8.88,0,-65.01651902,36.6586
8.89,0,-64.96005115,36.6586
8.9,0,-64.90365132,36.6586
8.91,0,-64.84732574,36.6586
8.92,0,-64.79107721,36.6586
8.93,0,-64.73495819,36.6586
8.94,0,-64.67887127,36.6586
8.95,0,-64.62288364,36.6586
8.96,0,-64.56696848,36.6586
8.97,0,-64.51114186,36.6586
8.98,0,-64.45542398,36.6586
8.99,0,-64.39975778,36.6586
9,0,-64.34418089,36.6586
9.01,0,-64.28867727,36.6586
9.02,0,-64.23328293,36.6586
9.03,0,-64.17795598,36.6586
9.04,0,-64.12270322,36.6586
9.05,0,-64.06754819,36.6586
9.06,0,-64.01245111,36.6586
9.07,0,-63.95744855,36.6586
9.08,0,-63.90252425,36.6586
9.09,0,-63.84768249,36.6586
9.1,0,-63.7929295,36.6586
9.11,0,-63.73824494,36.6586
9.12,0,-63.68366386,36.6586
9.13,0,-63.6291315,36.6586
9.14,0,-63.57470677,36.6586
9.15,0,-63.52036522,36.6586
9.16,0,-63.46608232,36.6586
9.17,0,-63.4118927,36.6586
9.18,0,-63.3577822,36.6586
9.19,0,-63.30374973,36.6586
9.2,0,-63.24979062,36.6586
9.21,0,-63.19592969,36.6586
9.22,0,-63.14212789,36.6586
9.23,0,-63.08844868,36.6586
9.24,0,-63.03479877,36.6586
9.25,0,-62.98125712,36.6586
9.26,0,-62.92779795,36.6586
9.27,0,-62.87440749,36.6586
9.28,0,-62.82110613,36.6586
9.29,0,-62.76786776,36.6586
9.3,0,-62.71473792,36.6586
9.31,0,-62.66164759,36.6586
9.32,0,-62.60866001,36.6586
9.33,0,-62.5557609,36.6586
9.34,0,-62.5029305,36.6586
9.35,0,-62.45017222,36.6586
9.36,0,-62.39752349,36.6586
9.37,0,-62.34492366,36.6586
9.38,0,-62.29240613,36.6586
9.39,0,-62.2399783,36.6586
9.4,0,-62.18761834,36.6586
9.41,0,-62.13534237,36.6586
9.42,0,-62.08314495,36.6586
9.43,0,-62.03101571,36.6586
9.44,0,-61.97898019,36.6586
9.45,0,-61.92700287,36.6586
9.46,0,-61.87512454,36.6586
9.47,0,-61.8233189,36.6586
9.48,0,-61.77160242,36.6586
9.49,0,-61.71995023,36.6586
9.5,0,-61.66836664,36.6586
9.51,0,-61.6168616,36.6586
9.52,0,-61.5654491,36.6586
9.53,0,-61.51409497,36.6586
9.54,0,-61.4628401,36.6586
9.55,0,-61.41165832,36.6586
9.56,0,-61.36053485,36.6586
9.57,0,-61.30951081,36.6586
9.58,0,-61.25855585,36.6586
9.59,0,-61.2076546,36.6586
9.6,0,-61.15686127,36.6586
9.61,0,-61.10613683,36.6586
9.62,0,-61.05549557,36.6586
9.63,0,-61.00492351,36.6586
9.64,0,-60.95443,36.6586
9.65,0,-60.90398903,36.6586
9.66,0,-60.85365705,36.6586
9.67,0,-60.80338486,36.6586
9.68,0,-60.75319526,36.6586
9.69,0,-60.70309447,36.6586
9.7,0,-60.65303313,36.6586
9.71,0,-60.60309024,36.6586
9.72,0,-60.55319095,36.6586
9.73,0,-60.50338971,36.6586
9.74,0,-60.45364843,36.6586
9.75,0,-60.40398995,36.6586
9.76,0,-60.35440009,36.6586
9.77,0,-60.30489946,36.6586
9.78,0,-60.25545748,36.6586
9.79,0,-60.20609918,36.6586
9.8,0,-60.15681997,36.6586
9.81,0,-60.10762989,36.6586
9.82,0,-60.05847256,36.6586
9.83,0,-60.0094043,36.6586
9.84,0,-59.96042465,36.6586
9.85,0,-59.91151443,36.6586
9.86,0,-59.86269749,36.6586
9.87,0,-59.81391923,36.6586
9.88,0,-59.76524009,36.6586
9.89,0,-59.71663421,36.6586
9.9,0,-59.66806768,36.6586
9.91,0,-59.61963003,36.6586
9.92,0,-59.57124167,36.6586
9.93,0,-59.52290607,36.6586
9.94,0,-59.47465981,36.6586
9.95,0,-59.42649291,36.6586
9.96,0,-59.3783888,36.6586
9.97,0,-59.33037352,36.6586
9.98,0,-59.28241773,36.6586
9.99,0,-59.23454129,36.6586
10,0,-59.18672775,36.6586
10.01,0,-59.13900221,36.6586
10.02,0,-59.09135655,36.6586
10.03,0,-59.04378387,36.6586
10.04,0,-58.99627016,36.6586
10.05,0,-58.94881542,36.6586
10.06,0,-58.90147052,36.6586
10.07,0,-58.85417867,36.6586
10.08,0,-58.80694601,36.6586
10.09,0,-58.75977231,36.6586
10.1,0,-58.71271798,36.6586
10.11,0,-58.6657167,36.6586
10.12,0,-58.61877388,36.6586
10.13,0,-58.57191104,36.6586
10.14,0,-58.52514733,36.6586
10.15,0,-58.47842642,36.6586
10.16,0,-58.43177504,36.6586
10.17,0,-58.3852128,36.6586
10.18,0,-58.33871022,36.6586
10.19,0,-58.2922599,36.6586
10.2,0,-58.24590928,36.6586
10.21,0,-58.19962799,36.6586
10.22,0,-58.15341612,36.6586
10.23,0,-58.10725418,36.6586
10.24,0,-58.06118404,36.6586
10.25,0,-58.01518409,36.6586
10.26,0,-57.96925348,36.6586
10.27,0,-57.92339168,36.6586
10.28,0,-57.87759336,36.6586
10.29,0,-57.83186427,36.6586
10.3,0,-57.78621515,36.6586
10.31,0,-57.74062456,36.6586
10.32,0,-57.69511406,36.6586
10.33,0,-57.64967655,36.6586
10.34,0,-57.60432855,36.6586
10.35,0,-57.56069666,36.6586
10.36,0,-57.51709461,36.6586
10.37,0,-57.47357451,36.6586
10.38,0,-57.43012359,36.6586
10.39,0,-57.38673247,36.6586
10.4,0,-57.34339157,36.6586
10.41,0,-57.30012329,36.6586
10.42,0,-57.25690412,36.6586
10.43,0,-57.21376456,36.6586
10.44,0,-57.17069454,36.6586
10.45,0,-57.12766439,36.6586
10.46,0,-57.08470641,36.6586
10.47,0,-57.04180823,36.6586
10.48,0,-56.99897943,36.6586
10.49,0,-56.9561903,36.6586
10.5,0,-56.91350042,36.6586
10.51,0,-56.87085395,36.6586
10.52,0,-56.82825678,36.6586
10.53,0,-56.78574903,36.6586
10.54,0,-56.74327121,36.6586
10.55,0,-56.70087266,36.6586
10.56,0,-56.65854708,36.6586
10.57,0,-56.61627091,36.6586
10.58,0,-56.5740442,36.6586
10.59,0,-56.53190725,36.6586
10.6,0,-56.48981926,36.6586
10.61,0,-56.44780151,36.6586
10.62,0,-56.40582625,36.6586
10.63,0,-56.36393037,36.6586
10.64,0,-56.3220842,36.6586
10.65,0,-56.28030742,36.6586
10.66,0,-56.23859049,36.6586
10.67,0,-56.19692363,36.6586
10.68,0,-56.1553368,36.6586
10.69,0,-56.11379195,36.6586
10.7,0,-56.07230655,36.6586
10.71,0,-56.03089089,36.6586
10.72,0,-55.98954503,36.6586
10.73,0,-55.94824843,36.6586
10.74,0,-55.90703201,36.6586
10.75,0,-55.86584823,36.6586
10.76,0,-55.82473435,36.6586
10.77,0,-55.7836902,36.6586
10.78,0,-55.74269547,36.6586
10.79,0,-55.70175091,36.6586
10.8,0,-55.66087873,36.6586
10.81,0,-55.62007585,36.6586
10.82,0,-55.57932288,36.6586
10.83,0,-55.53862961,36.6586
10.84,0,-55.49799615,36.6586
10.85,0,-55.45741261,36.6586
10.86,0,-55.4169086,36.6586
10.87,0,-55.37645735,36.6586
10.88,0,-55.33605571,36.6586
10.89,0,-55.29572426,36.6586
10.9,0,-55.25544267,36.6586
10.91,0,-55.21524023,36.6586
10.92,0,-55.17506757,36.6586
10.93,0,-55.13496516,36.6586
10.94,0,-55.09492528,36.6586
10.95,0,-55.05493492,36.6586
10.96,0,-55.01501386,36.6586
10.97,0,-54.97515315,36.6586
10.98,0,-54.93535244,36.6586
10.99,0,-54.89560126,36.6586
11,0,-54.85592976,36.6586
11.01,0,-54.81628826,36.6586
11.02,0,-54.77671971,36.6586
11.03,0,-54.73719069,36.6586
11.04,0,-54.69775125,36.6586
11.05,0,-54.65835105,36.6586
11.06,0,-54.61902148,36.6586
11.07,0,-54.57973174,36.6586
11.08,0,-54.54050192,36.6586
11.09,0,-54.50135177,36.6586
11.1,0,-54.46224152,36.6586
11.11,0,-54.42320076,36.6586
11.12,0,-54.38420338,36.6586
11.13,0,-54.34526551,36.6586
11.14,0,-54.30639714,36.6586
11.15,0,-54.26755877,36.6586
11.16,0,-54.228811,36.6586
11.17,0,-54.19010258,36.6586
11.18,0,-54.15144446,36.6586
11.19,0,-54.11284616,36.6586
11.2,0,-54.07433774,36.6586
11.21,0,-54.03585911,36.6586
11.22,0,-53.99743323,36.6586
11.23,0,-53.95906707,36.6586
11.24,0,-53.92075122,36.6586
11.25,0,-53.88249504,36.6586
11.26,0,-53.84429886,36.6586
11.27,0,-53.80615221,36.6586
11.28,0,-53.76808534,36.6586
11.29,0,-53.73004935,36.6586
11.3,0,-53.69207313,36.6586
11.31,0,-53.65416694,36.6586
11.32,0,-53.61631034,36.6586
11.33,0,-53.5785135,36.6586
11.34,0,-53.54075698,36.6586
11.35,0,-53.50307289,36.6586
11.36,0,-53.46543921,36.6586
11.37,0,-53.4278554,36.6586
11.38,0,-53.39033135,36.6586
11.39,0,-53.35286702,36.6586
11.4,0,-53.31545299,36.6586
11.41,0,-53.27809917,36.6586
11.42,0,-53.24079532,36.6586
11.43,0,-53.20355176,36.6586
11.44,0,-53.16635798,36.6586
11.45,0,-53.12921413,36.6586
11.46,0,-53.09214061,36.6586
11.47,0,-53.05509698,36.6586
11.48,0,-53.01813305,36.6586
11.49,0,-52.98121962,36.6586
11.5,0,-52.94435588,36.6586
11.51,0,-52.907552,36.6586
11.52,0,-52.87079877,36.6586
11.53,0,-52.83409521,36.6586
11.54,0,-52.79744188,36.6586
11.55,0,-52.76086833,36.6586
11.56,0,-52.72434577,36.6586
11.57,0,-52.68785239,36.6586
11.58,0,-52.65143193,36.6586
11.59,0,-52.61505141,36.6586
11.6,0,-52.57871144,36.6586
11.61,0,-52.54245103,36.6586
11.62,0,-52.50624112,36.6586
11.63,0,-52.47008122,36.6586
11.64,0,-52.43398153,36.6586
11.65,0,-52.39792124,36.6586
11.66,0,-52.36191202,36.6586
11.67,0,-52.32597208,36.6586
11.68,0,-52.29007261,36.6586
11.69,0,-52.25423342,36.6586
11.7,0,-52.2184542,36.6586
11.71,0,-52.18271267,36.6586
11.72,0,-52.14704081,36.6586
11.73,0,-52.11140926,36.6586
11.74,0,-52.07584877,36.6586
11.75,0,-52.0403372,36.6586
11.76,0,-52.00486666,36.6586
11.77,0,-51.96945637,36.6586
11.78,0,-51.93408649,36.6586
11.79,0,-51.89878657,36.6586
11.8,0,-51.86352677,36.6586
11.81,0,-51.828318,36.6586
11.82,0,-51.79316871,36.6586
11.83,0,-51.75805978,36.6586
11.84,0,-51.72301073,36.6586
11.85,0,-51.68802197,36.6586
11.86,0,-51.65308394,36.6586
11.87,0,-51.61819579,36.6586
11.88,0,-51.58334999,36.6586
11.89,0,-51.5485543,36.6586
11.9,0,-51.5138092,36.6586
11.91,0,-51.4791243,36.6586
11.92,0,-51.44448687,36.6586
11.93,0,-51.40992005,36.6586
11.94,0,-51.37537371,36.6586
11.95,0,-51.3408976,36.6586
11.96,0,-51.30647118,36.6586
11.97,0,-51.27207542,36.6586
11.98,0,-51.23774966,36.6586
11.99,0,-51.20348457,36.6586
12,0,-51.16924966,36.6586
12.01,0,-51.13507518,36.6586
12.02,0,-51.10095077,36.6586
12.03,0,-51.06686621,36.6586
12.04,0,-51.03286233,36.6586
12.05,0,-50.99886857,36.6586
12.06,0,-50.96496492,36.6586
12.07,0,-50.9310697,36.6586
12.08,0,-50.89725475,36.6586
12.09,0,-50.86348996,36.6586
12.1,0,-50.8297758,36.6586
12.11,0,-50.79610209,36.6586
12.12,0,-50.76248798,36.6586
12.13,0,-50.72891478,36.6586
12.14,0,-50.69540183,36.6586
12.15,0,-50.66192694,36.6586
12.16,0,-50.62850293,36.6586
12.17,0,-50.59513901,36.6586
12.18,0,-50.56181499,36.6586
12.19,0,-50.52853194,36.6586
12.2,0,-50.49530917,36.6586
12.21,0,-50.46213634,36.6586
12.22,0,-50.42902449,36.6586
12.23,0,-50.39593985,36.6586
12.24,0,-50.36293617,36.6586
12.25,0,-50.32995344,36.6586
12.26,0,-50.29702045,36.6586
12.27,0,-50.26413827,36.6586
12.28,0,-50.23131582,36.6586
12.29,0,-50.1985341,36.6586
12.3,0,-50.16580042,36.6586
12.31,0,-50.13313734,36.6586
12.32,0,-50.10050495,36.6586
12.33,0,-50.06792305,36.6586
12.34,0,-50.03538081,36.6586
12.35,0,-50.00289992,36.6586
12.36,0,-49.97046901,36.6586
12.37,0,-49.93807901,36.6586
12.38,0,-49.9057191,36.6586
12.39,0,-49.8734372,36.6586
12.4,0,-49.84119575,36.6586
12.41,0,-49.80900487,36.6586
12.42,0,-49.77685412,36.6586
12.43,0,-49.74475395,36.6586
12.44,0,-49.71270476,36.6586
12.45,0,-49.6806957,36.6586
12.46,0,-49.64873721,36.6586
12.47,0,-49.61681738,36.6586
12.48,0,-49.58495802,36.6586
12.49,0,-49.55314845,36.6586
12.5,0,-49.52137961,36.6586
12.51,0,-49.48966166,36.6586
12.52,0,-49.4579841,36.6586
12.53,0,-49.42635492,36.6586
12.54,0,-49.39477645,36.6586
12.55,0,-49.3632476,36.6586
12.56,0,-49.33175964,36.6586
12.57,0,-49.30033238,36.6586
12.58,0,-49.26893604,36.6586
12.59,0,-49.23757799,36.6586
12.6,0,-49.20629026,36.6586
12.61,0,-49.17503344,36.6586
12.62,0,-49.14383664,36.6586
12.63,0,-49.11268023,36.6586
12.64,0,-49.08157253,36.6586
12.65,0,-49.05050536,36.6586
12.66,0,-49.0194889,36.6586
12.67,0,-48.98851301,36.6586
12.68,0,-48.95759573,36.6586
12.69,0,-48.92670886,36.6586
12.7,0,-48.89588245,36.6586
12.71,0,-48.86509653,36.6586
12.72,0,-48.8343591,36.6586
12.73,0,-48.80367246,36.6586
12.74,0,-48.77303657,36.6586
12.75,0,-48.7424314,36.6586
12.76,0,-48.71187476,36.6586
12.77,0,-48.68135875,36.6586
12.78,0,-48.65089335,36.6586
12.79,0,-48.6204786,36.6586
12.8,0,-48.59010424,36.6586
12.81,0,-48.55978864,36.6586
12.82,0,-48.52950354,36.6586
12.83,0,-48.49925923,36.6586
12.84,0,-48.46906346,36.6586
12.85,0,-48.4389188,36.6586
12.86,0,-48.40882438,36.6586
12.87,0,-48.37876055,36.6586
12.88,0,-48.34875561,36.6586
12.89,0,-48.3187813,36.6586
12.9,0,-48.2888572,36.6586
12.91,0,-48.25898406,36.6586
12.92,0,-48.22914983,36.6586
12.93,0,-48.19936594,36.6586
12.94,0,-48.16961295,36.6586
12.95,0,-48.13991872,36.6586
12.96,0,-48.11026465,36.6586
12.97,0,-48.08065192,36.6586
12.98,0,-48.05109961,36.6586
12.99,0,-48.02157604,36.6586
13,0,-47.99209278,36.6586
13.01,0,-47.96267056,36.6586
13.02,0,-47.93329707,36.6586
13.03,0,-47.90393427,36.6586
13.04,0,-47.87464259,36.6586
13.05,0,-47.84538158,36.6586
13.06,0,-47.81615966,36.6586
13.07,0,-47.78699825,36.6586
13.08,0,-47.75785751,36.6586
13.09,0,-47.72878563,36.6586
13.1,0,-47.69975427,36.6586
13.11,0,-47.67075344,36.6586
13.12,0,-47.6418017,36.6586
13.13,0,-47.61288116,36.6586
13.14,0,-47.58402117,36.6586
13.15,0,-47.55519992,36.6586
13.16,0,-47.52641956,36.6586
13.17,0,-47.49768002,36.6586
13.18,0,-47.46898914,36.6586
13.19,0,-47.44033882,36.6586
13.2,0,-47.41172915,36.6586
13.21,0,-47.3831593,36.6586
13.22,0,-47.35463992,36.6586
13.23,0,-47.32616937,36.6586
13.24,0,-47.29771944,36.6586
13.25,0,-47.26934001,36.6586
13.26,0,-47.24099987,36.6586
13.27,0,-47.21269078,36.6586
13.28,0,-47.18442067,36.6586
13.29,0,-47.15620116,36.6586
13.3,0,-47.12801209,36.6586
13.31,0,-47.09987247,36.6586
13.32,0,-47.07178407,36.6586
13.33,0,-47.04371606,36.6586
13.34,0,-47.01570725,36.6586
13.35,0,-46.98774898,36.6586
13.36,0,-46.95980985,36.6586
13.37,0,-46.93193169,36.6586
13.38,0,-46.90409284,36.6586
13.39,0,-46.87628459,36.6586
13.4,0,-46.84851716,36.6586
13.41,0,-46.82079919,36.6586
13.42,0,-46.79312183,36.6586
13.43,0,-46.76549357,36.6586
13.44,0,-46.73789593,36.6586
13.45,0,-46.71033932,36.6586
13.46,0,-46.68283209,36.6586
13.47,0,-46.65535542,36.6586
13.48,0,-46.62792791,36.6586
13.49,0,-46.60055125,36.6586
13.5,0,-46.57319369,36.6586
13.51,0,-46.54589702,36.6586
13.52,0,-46.51863955,36.6586
13.53,0,-46.49141287,36.6586
13.54,0,-46.46422735,36.6586
13.55,0,-46.437081,36.6586
13.56,0,-46.40999519,36.6586
13.57,0,-46.38293877,36.6586
13.58,0,-46.35591335,36.6586
13.59,0,-46.32893718,36.6586
13.6,0,-46.30200229,36.6586
13.61,0,-46.27509646,36.6586
13.62,0,-46.2482413,36.6586
13.63,0,-46.22142574,36.6586
13.64,0,-46.19464079,36.6586
13.65,0,-46.16791534,36.6586
13.66,0,-46.14123027,36.6586
13.67,0,-46.11455638,36.6586
13.68,0,-46.08794178,36.6586
13.69,0,-46.06137806,36.6586
13.7,0,-46.0348437,36.6586
13.71,0,-46.00834873,36.6586
13.72,0,-45.98189436,36.6586
13.73,0,-45.95547963,36.6586
13.74,0,-45.92909581,36.6586
13.75,0,-45.90276159,36.6586
13.76,0,-45.87646821,36.6586
13.77,0,-45.85020446,36.6586
13.78,0,-45.82400144,36.6586
13.79,0,-45.79781775,36.6586
13.8,0,-45.771675,36.6586
13.81,0,-45.74557194,36.6586
13.82,0,-45.71951937,36.6586
13.83,0,-45.69349668,36.6586
13.84,0,-45.66751445,36.6586
13.85,0,-45.64157196,36.6586
13.86,0,-45.6156689,36.6586
13.87,0,-45.5897967,36.6586
13.88,0,-45.56398431,36.6586
13.89,0,-45.53818266,36.6586
13.9,0,-45.51244047,36.6586
13.91,0,-45.48672926,36.6586
13.92,0,-45.46105779,36.6586
13.93,0,-45.43541547,36.6586
13.94,0,-45.40983406,36.6586
13.95,0,-45.38428232,36.6586
13.96,0,-45.35877133,36.6586
13.97,0,-45.33328035,36.6586
13.98,0,-45.3078391,36.6586
13.99,0,-45.28243852,36.6586
14,0,-45.25707722,36.6586
14.01,0,-45.231746,36.6586
14.02,0,-45.2064654,36.6586
14.03,0,-45.18121422,36.6586
14.04,0,-45.15601285,36.6586
14.05,0,-45.13083246,36.6586
14.06,0,-45.10571159,36.6586
14.07,0,-45.08061069,36.6586
14.08,0,-45.05555037,36.6586
14.09,0,-45.03053,36.6586
14.1,0,-45.00554034,36.6586
14.11,0,-44.98060047,36.6586
14.12,0,-44.95570025,36.6586
14.13,0,-44.93083091,36.6586
14.14,0,-44.90600099,36.6586
14.15,0,-44.88121122,36.6586
14.16,0,-44.85645079,36.6586
14.17,0,-44.83173178,36.6586
14.18,0,-44.80704214,36.6586
14.19,0,-44.7824124,36.6586
14.2,0,-44.7577938,36.6586
14.21,0,-44.73321445,36.6586
14.22,0,-44.70869499,36.6586
14.23,0,-44.68419671,36.6586
14.24,0,-44.65972831,36.6586
14.25,0,-44.63531926,36.6586
14.26,0,-44.61092127,36.6586
14.27,0,-44.58658297,36.6586
14.28,0,-44.56226452,36.6586
14.29,0,-44.53799584,36.6586
14.3,0,-44.5137582,36.6586
14.31,0,-44.48954062,36.6586
14.32,0,-44.4653826,36.6586
14.33,0,-44.44125558,36.6586
14.34,0,-44.41715806,36.6586
14.35,0,-44.39310046,36.6586
14.36,0,-44.36909268,36.6586
14.37,0,-44.34510602,36.6586
14.38,0,-44.32114924,36.6586
14.39,0,-44.29724217,36.6586
14.4,0,-44.27337492,36.6586
14.41,0,-44.24952838,36.6586
14.42,0,-44.22573192,36.6586
14.43,0,-44.20196562,36.6586
14.44,0,-44.17823874,36.6586
14.45,0,-44.15453306,36.6586
14.46,0,-44.13087709,36.6586
14.47,0,-44.10727118,36.6586
14.48,0,-44.08367517,36.6586
14.49,0,-44.06011907,36.6586
14.5,0,-44.03660375,36.6586
14.51,0,-44.01311851,36.6586
14.52,0,-43.98967286,36.6586
14.53,0,-43.96626753,36.6586
14.54,0,-43.94290187,36.6586
14.55,0,-43.91955642,36.6586
14.56,0,-43.89625187,36.6586
14.57,0,-43.87297732,36.6586
14.58,0,-43.84974285,36.6586
14.59,0,-43.82653826,36.6586
14.6,0,-43.80338341,36.6586
14.61,0,-43.78025857,36.6586
14.62,0,-43.75716341,36.6586
14.63,0,-43.73410942,36.6586
14.64,0,-43.7110856,36.6586
14.65,0,-43.68809198,36.6586
14.66,0,-43.66513775,36.6586
14.67,0,-43.64222392,36.6586
14.68,0,-43.61932986,36.6586
14.69,0,-43.59647588,36.6586
14.7,0,-43.57367189,36.6586
14.71,0,-43.55088799,36.6586
14.72,0,-43.52815379,36.6586
14.73,0,-43.50543954,36.6586
14.74,0,-43.48276668,36.6586
