Flight_Time_(s),Temperature_(F),Baro_Press_(atm),Velocity_Up,Velocity_DR,Velocity_CR,Tilt_Angle_(deg),Baro_Altitude_ASL_(feet)
9.76,67.5,0.6911,699,-143,144,18.5,9872.2
9.78,67.5,0.6911,698,-143,144,18.9,9872.2
9.8,67.5,0.6903,697,-143,145,19.2,9901.3
9.82,67.5,0.6903,696,-143,145,19.5,9901.3
9.84,67.5,0.6897,695,-144,145,19.7,9925.2
9.86,67.5,0.6897,693,-144,145,19.9,9924.5
9.88,67.5,0.6892,692,-144,145,19.9,9944.6
9.9,67.4,0.6892,691,-144,145,19.9,9945.4
9.92,67.4,0.6884,690,-144,145,19.8,9974.6
9.94,67.5,0.6884,689,-144,145,19.7,9973.8
9.96,67.5,0.6878,688,-145,145,19.5,9997.8
9.98,67.4,0.6878,686,-145,144,19.2,9997.8
10,67.4,0.6871,685,-145,144,18.9,10024
10.02,67.4,0.6871,684,-145,144,18.5,10024
10.04,67.4,0.6864,683,-145,144,18.1,10047.3
10.06,67.4,0.6864,682,-145,143,17.6,10047.3
10.08,67.4,0.6857,681,-145,143,17.1,10075.1
10.1,67.4,0.6857,680,-145,143,16.6,10075.1
10.12,67.4,0.6851,679,-145,142,16,10096.9
10.14,67.4,0.6851,678,-145,142,15.5,10096.9
10.16,67.4,0.6844,677,-145,142,15,10122.5
10.18,67.4,0.6844,676,-145,141,14.6,10122.5
10.2,67.4,0.6839,675,-145,141,14.2,10144.3
10.22,67.4,0.6838,674,-145,141,13.9,10145
10.24,67.4,0.6831,673,-145,140,13.6,10172.1
10.26,67.4,0.6831,672,-144,140,13.5,10172.1
10.28,67.4,0.6824,671,-144,140,13.5,10197.8
10.3,67.4,0.6824,670,-144,140,13.5,10197.8
10.32,67.4,0.6817,669,-143,139,13.7,10225.7
10.34,67.4,0.6817,668,-143,139,13.9,10225.7
10.36,67.4,0.6812,667,-143,139,14.2,10243.8
10.38,67.4,0.6812,666,-143,139,14.6,10243.8
10.4,67.4,0.6805,665,-142,139,15.1,10269.5
10.42,67.4,0.6805,664,-142,139,15.5,10270.2
10.44,67.4,0.68,663,-142,139,16,10289.9
10.46,67.4,0.68,662,-141,139,16.6,10289.9
10.48,67.4,0.6795,661,-141,139,17.1,10309.6
10.5,67.4,0.6795,660,-141,139,17.6,10310.3
10.52,67.4,0.6787,658,-141,140,18,10337.6
10.54,67.4,0.6787,657,-141,140,18.5,10337.6
10.56,67.4,0.6781,656,-141,140,18.9,10361.8
10.58,67.4,0.6781,655,-141,140,19.3,10361.8
10.6,67.4,0.6774,654,-141,140,19.6,10387.6
10.62,67.4,0.6774,653,-141,140,19.9,10387.6
10.64,67.4,0.6768,652,-141,140,20.1,10410.4
10.66,67.4,0.6768,651,-141,140,20.3,10410.4
10.68,67.4,0.6762,650,-141,140,20.4,10432.4
10.7,67.4,0.6762,649,-141,140,20.5,10432.4
10.72,67.4,0.6757,647,-141,140,20.5,10452.9
10.74,67.4,0.6757,646,-141,140,20.4,10452.9
10.76,67.4,0.675,645,-141,140,20.3,10478.8
10.78,67.4,0.675,644,-142,140,20.1,10478.8
10.8,67.4,0.6744,643,-142,140,19.9,10502.4
10.82,67.4,0.6744,642,-142,140,19.6,10502.4
10.84,67.4,0.6739,641,-142,140,19.3,10522.9
10.86,67.4,0.6739,640,-142,139,18.9,10522.9
10.88,67.4,0.6732,639,-142,139,18.5,10547.3
10.9,67.4,0.6732,638,-142,139,18.1,10547.3
10.92,67.4,0.6726,637,-142,138,17.6,10571
10.94,67.4,0.6726,636,-142,138,17.2,10571
10.96,67.4,0.6722,635,-142,138,16.8,10587.8
10.98,67.4,0.6721,634,-142,138,16.3,10588.5
11,67.4,0.6713,633,-142,137,15.9,10619.9
11.02,67.4,0.6713,632,-142,137,15.5,10619.9
11.04,67.4,0.6707,631,-142,137,15.2,10642
11.06,67.4,0.6707,630,-142,136,14.9,10642
11.08,67.4,0.6702,629,-141,136,14.7,10664.2
11.1,67.4,0.6701,628,-141,136,14.6,10665
11.12,67.4,0.6696,627,-141,136,14.5,10684.9
11.14,67.4,0.6696,627,-141,136,14.5,10684.9
11.16,67.4,0.6691,626,-141,135,14.6,10705.6
11.18,67.4,0.6691,625,-140,135,14.8,10705.6
11.2,67.4,0.6684,624,-140,135,15,10730.1
11.22,67.4,0.6684,623,-140,135,15.3,10730.1
11.24,67.4,0.6678,622,-139,135,15.6,10754.6
11.26,67.4,0.6678,621,-139,135,16,10753.9
11.28,67.4,0.6672,620,-139,135,16.4,10778.4
11.3,67.4,0.6672,619,-139,135,16.9,10778.4
11.32,67.4,0.6666,618,-139,135,17.3,10799.2
11.34,67.4,0.6666,617,-138,135,17.8,10799.2
11.36,67.4,0.6661,616,-138,135,18.3,10819.2
11.38,67.4,0.6661,615,-138,135,18.7,10819.9
11.4,67.4,0.6655,614,-138,135,19.1,10842.3
11.42,67.4,0.6655,613,-138,136,19.5,10842.3
11.44,67.4,0.6649,612,-138,136,19.9,10864.6
11.46,67.4,0.6649,611,-138,136,20.3,10864.6
11.48,67.4,0.6644,609,-138,136,20.6,10885.4
11.5,67.4,0.6644,608,-138,136,20.8,10885.4
11.52,67.4,0.6639,607,-138,136,21,10906.2
11.54,67.4,0.6639,606,-138,136,21.2,10906.2
11.56,67.4,0.6633,605,-138,136,21.3,10928.6
11.58,67.4,0.6633,604,-138,136,21.4,10928.6
11.6,67.4,0.6627,603,-138,136,21.4,10949.4
11.62,67.4,0.6627,602,-138,136,21.3,10949.4
11.64,67.4,0.6622,601,-139,136,21.3,10969.5
11.66,67.4,0.6622,600,-139,136,21.1,10970.3
11.68,67.4,0.6616,599,-139,136,21,10995
11.7,67.4,0.6616,598,-139,135,20.8,10995
11.72,67.4,0.661,597,-139,135,20.5,11015.1
11.74,67.4,0.661,596,-139,135,20.2,11015.1
11.76,67.4,0.6605,595,-139,135,19.9,11037.6
11.78,67.4,0.6605,594,-139,135,19.6,11037.6
11.8,67.4,0.6599,593,-139,134,19.2,11058.5
11.82,67.4,0.6599,592,-139,134,18.9,11058.5
11.84,67.4,0.6594,592,-139,134,18.5,11077.9
11.86,67.4,0.6594,591,-139,134,18.1,11077.1
11.88,67.4,0.6587,590,-139,133,17.7,11105.8
11.9,67.4,0.6587,589,-139,133,17.4,11106.6
11.92,67.4,0.6581,588,-139,133,17,11127.5
11.94,67.4,0.6582,587,-139,133,16.7,11126.7
11.96,67.4,0.6576,586,-139,132,16.4,11147.7
11.98,67.4,0.6576,585,-139,132,16.2,11146.9
12,67.4,0.657,584,-138,132,16,11171.8
12.02,67.4,0.657,583,-138,132,15.8,11171.8
12.04,67.4,0.6565,582,-138,132,15.7,11192.8
12.06,67.4,0.6565,582,-138,131,15.7,11192.8
12.08,67.4,0.6561,581,-138,131,15.7,11208.4
12.1,67.4,0.6561,580,-137,131,15.8,11207.6
12.12,67.4,0.6555,579,-137,131,15.9,11230.2
12.14,67.4,0.6555,578,-137,131,16.1,11231
12.16,67.4,0.6549,577,-137,131,16.4,11253.6
12.18,67.4,0.6549,576,-137,131,16.6,11253.6
12.2,67.4,0.6544,575,-136,131,17,11274.6
12.22,67.4,0.6544,574,-136,131,17.3,11274.6
12.24,67.4,0.6539,573,-136,131,17.7,11291.8
12.26,67.4,0.6539,572,-136,131,18,11291.8
12.28,67.4,0.6534,571,-136,131,18.4,11312.9
12.3,67.4,0.6534,570,-136,131,18.8,11312.9
12.32,67.4,0.6527,569,-135,131,19.2,11339.5
12.34,67.4,0.6527,568,-135,131,19.5,11339.5
12.36,67.4,0.6523,568,-135,131,19.9,11356.7
12.38,67.4,0.6523,567,-135,131,20.3,11356.7
12.4,67.4,0.6517,566,-135,131,20.6,11377.8
12.42,67.4,0.6517,565,-135,131,20.9,11377.8
12.44,67.4,0.6513,564,-135,131,21.2,11392.7
12.46,67.4,0.6513,563,-135,132,21.4,11392.7
12.48,67.4,0.6508,562,-135,132,21.6,11413.8
12.5,67.4,0.6508,561,-135,132,21.8,11413.8
12.52,67.4,0.6501,560,-135,132,21.9,11440.5
12.54,67.4,0.6501,559,-135,132,22,11440.5
12.56,67.4,0.6496,558,-135,132,22.1,11459.3
12.58,67.4,0.6496,557,-135,132,22.1,11459.3
12.6,67.4,0.6491,556,-136,132,22,11478.9
12.62,67.4,0.6491,555,-136,131,22,11478.9
12.64,67.4,0.6487,554,-136,131,21.9,11496.2
12.66,67.4,0.6487,553,-136,131,21.7,11495.4
12.68,67.4,0.6481,552,-136,131,21.5,11520.6
12.7,67.4,0.6481,551,-136,131,21.3,11521.4
12.72,67.4,0.6477,550,-136,131,21.1,11534.7
12.74,67.4,0.6477,549,-136,131,20.8,11533.9
12.76,67.4,0.6471,548,-136,131,20.5,11559.1
12.78,67.4,0.6471,548,-136,130,20.2,11559.1
12.8,67.4,0.6465,547,-136,130,19.9,11582
12.82,67.4,0.6465,546,-136,130,19.5,11582.8
12.84,67.4,0.646,545,-136,130,19.2,11604
12.86,67.4,0.646,544,-136,130,18.8,11603.2
12.88,67.4,0.6456,543,-136,129,18.5,11618.2
12.9,67.4,0.6456,542,-136,129,18.2,11618.2
12.92,67.4,0.6452,541,-136,129,17.9,11635.6
12.94,67.4,0.6451,541,-136,129,17.6,11636.4
12.96,67.4,0.6446,540,-136,129,17.3,11659.3
12.98,67.4,0.6446,539,-136,128,17.1,11659.3
13,67.4,0.6442,538,-136,128,16.9,11674.3
13.02,67.4,0.6442,537,-135,128,16.7,11675.1
13.04,67.4,0.6436,536,-135,128,16.6,11695.6
13.06,67.4,0.6436,535,-135,128,16.5,11695.6
13.08,67.4,0.6432,535,-135,128,16.5,11714.6
13.1,67.4,0.6432,534,-135,127,16.5,11714.6
13.12,67.4,0.6426,533,-135,127,16.5,11736
13.14,67.4,0.6426,532,-134,127,16.6,11736
13.16,67.4,0.6421,531,-134,127,16.8,11755.8
13.18,67.3,0.6421,530,-134,127,16.9,11755.8
13.2,67.3,0.6416,529,-134,127,17.1,11777.2
13.22,67.3,0.6416,528,-134,127,17.4,11777.2
13.24,67.3,0.6413,528,-134,127,17.7,11786.7
13.26,67.4,0.6414,527,-134,127,17.9,11785.9
13.28,67.4,0.6406,526,-133,127,18.3,11815.2
13.3,67.4,0.6406,525,-133,127,18.6,11815.2
13.32,67.4,0.6402,524,-133,127,18.9,11832.7
13.34,67.4,0.6402,523,-133,127,19.3,11832.7
13.36,67.4,0.6397,522,-133,127,19.6,11850.2
13.38,67.4,0.6397,521,-133,127,19.9,11850.2
13.4,67.4,0.6393,520,-133,127,20.2,11869.3
13.42,67.4,0.6393,519,-133,127,20.6,11869.3
13.44,67.4,0.6389,519,-133,127,20.9,11885.2
13.46,67.4,0.6389,518,-133,127,21.2,11885.2
13.48,67.4,0.6383,517,-133,127,21.4,11908.3
13.5,67.4,0.6383,516,-133,127,21.7,11908.3
13.52,67.4,0.6379,515,-133,127,21.9,11923.4
13.54,67.4,0.6379,514,-133,127,22.1,11923.4
13.56,67.4,0.6375,513,-133,127,22.3,11940.9
13.58,67.4,0.6375,512,-133,127,22.4,11940.9
13.6,67.4,0.6369,511,-133,127,22.6,11962.4
13.62,67.4,0.6369,510,-133,127,22.6,11962.4
13.64,67.4,0.6365,509,-133,127,22.7,11978.4
13.66,67.4,0.6365,509,-133,127,22.7,11978.4
13.68,67.4,0.636,508,-133,127,22.7,11999.1
13.7,67.4,0.636,507,-133,127,22.6,11999.1
13.72,67.4,0.6356,506,-133,127,22.6,12016.7
13.74,67.4,0.6356,505,-133,127,22.5,12016.7
13.76,67.4,0.6351,504,-133,127,22.4,12035.9
13.78,67.4,0.6351,503,-133,127,22.2,12036.7
13.8,67.4,0.6347,502,-133,127,22,12051.9
13.82,67.3,0.6347,501,-133,127,21.9,12051.9
13.84,67.3,0.6342,501,-133,126,21.6,12071.9
13.86,67.4,0.6342,500,-133,126,21.4,12071.1
13.88,67.4,0.6338,499,-133,126,21.2,12088.7
13.9,67.4,0.6338,498,-133,126,20.9,12088.7
13.92,67.4,0.6333,497,-133,126,20.7,12106.3
13.94,67.3,0.6333,496,-133,126,20.4,12107.1
13.96,67.3,0.6328,496,-133,126,20.1,12127.9
13.98,67.3,0.6328,495,-133,125,19.8,12127.9
14,67.3,0.6324,494,-133,125,19.5,12144
14.02,67.4,0.6324,493,-133,125,19.3,12143.2
14.04,67.4,0.6319,492,-133,125,19,12163.2
14.06,67.4,0.6319,491,-133,125,18.8,12163.2
14.08,67.4,0.6316,491,-133,125,18.5,12174.5
14.1,67.4,0.6316,490,-133,124,18.3,12174.5
14.12,67.4,0.6311,489,-133,124,18.1,12194.6
14.14,67.4,0.6311,488,-133,124,18,12194.6
14.16,67.4,0.6305,487,-132,124,17.8,12217.9
14.18,67.4,0.6305,487,-132,124,17.8,12217.9
14.2,67.4,0.6302,486,-132,124,17.7,12231.5
14.22,67.4,0.6302,485,-132,124,17.7,12231.5
14.24,67.4,0.6297,484,-132,124,17.7,12250.8
14.26,67.4,0.6297,483,-132,124,17.7,12250.8
14.28,67.4,0.6293,482,-132,124,17.8,12268.6
14.3,67.4,0.6293,482,-132,124,17.9,12268.6
14.32,67.4,0.6288,481,-131,123,18,12288.7
14.34,67.3,0.6288,480,-131,123,18.2,12288.7
14.36,67.3,0.6284,479,-131,123,18.4,12304
14.38,67.4,0.6284,478,-131,123,18.6,12304
14.4,67.4,0.6279,477,-131,123,18.9,12323.4
14.42,67.4,0.6279,477,-131,123,19.1,12323.4
14.44,67.4,0.6275,476,-131,123,19.4,12339.5
14.46,67.4,0.6275,475,-131,123,19.7,12339.5
14.48,67.4,0.6272,474,-131,123,20,12353.2
14.5,67.4,0.6272,473,-130,123,20.3,12353.2
14.52,67.4,0.6267,472,-130,123,20.6,12371
14.54,67.4,0.6267,472,-130,123,20.9,12371
14.56,67.4,0.6264,471,-130,123,21.2,12384.7
14.58,67.4,0.6264,470,-130,123,21.5,12383.9
14.6,67.4,0.6259,469,-130,123,21.8,12404.1
14.62,67.4,0.6259,468,-130,123,22.1,12404.1
14.64,67.4,0.6255,467,-130,124,22.4,12421.1
14.66,67.4,0.6255,466,-130,124,22.6,12421.9
14.68,67.4,0.6252,465,-130,124,22.8,12433.3
14.7,67.4,0.6252,465,-130,124,23,12433.3
14.72,67.4,0.6247,464,-130,124,23.2,12455.1
14.74,67.4,0.6247,463,-130,124,23.4,12455.1
14.76,67.4,0.6243,462,-130,124,23.6,12468.9
14.78,67.4,0.6243,461,-130,124,23.7,12468.9
14.8,67.4,0.6238,460,-130,124,23.8,12488.4
14.82,67.4,0.6238,459,-130,123,23.9,12488.4
14.84,67.4,0.6234,459,-130,123,23.9,12506.2
14.86,67.4,0.6234,458,-130,123,24,12506.2
14.88,67.4,0.6231,457,-130,123,24,12520
14.9,67.4,0.6231,456,-130,123,24,12520
14.92,67.4,0.6226,455,-130,123,24,12537.9
14.94,67.4,0.6226,454,-130,123,23.9,12537.9
14.96,67.4,0.6222,454,-130,123,23.9,12555.7
14.98,67.4,0.6222,453,-130,123,23.8,12555.7
15,67.4,0.6219,452,-130,123,23.7,12567.9
15.02,67.4,0.6219,451,-130,123,23.6,12567.1
15.04,67.4,0.6215,450,-130,123,23.5,12583.4
15.06,67.4,0.6215,450,-130,123,23.3,12583.4
15.08,67.4,0.621,449,-130,122,23.2,12602.9
15.1,67.4,0.621,448,-130,122,23,12602.9
15.12,67.4,0.6207,447,-130,122,22.8,12615.1
15.14,67.4,0.6207,446,-130,122,22.6,12615.1
15.16,67.4,0.6203,446,-130,122,22.4,12630.6
15.18,67.4,0.6203,445,-130,122,22.2,12630.6
15.2,67.4,0.62,444,-130,122,22,12646.1
15.22,67.4,0.6199,443,-130,122,21.8,12646.9
15.24,67.4,0.6195,442,-130,121,21.6,12666.5
15.26,67.4,0.6195,442,-130,121,21.4,12666.5
15.28,67.4,0.6191,441,-130,121,21.2,12682
15.3,67.4,0.6191,440,-130,121,21,12682
15.32,67.4,0.6185,439,-130,121,20.8,12704
15.34,67.4,0.6185,438,-130,121,20.7,12704
15.36,67.4,0.6183,438,-130,121,20.5,12712.2
15.38,67.4,0.6183,437,-130,121,20.3,12712.2
15.4,67.4,0.618,436,-130,121,20.2,12726.1
15.42,67.4,0.618,435,-130,120,20.1,12726.1
15.44,67.4,0.6175,435,-130,120,20,12748.1
15.46,67.4,0.6175,434,-129,120,19.9,12748.1
15.48,67.4,0.6171,433,-129,120,19.9,12763.7
15.5,67.4,0.6171,432,-129,120,19.9,12763.7
15.52,67.4,0.6168,431,-129,120,19.9,12773.5
15.54,67.4,0.6168,431,-129,120,19.9,12773.5
15.56,67.4,0.6164,430,-129,120,19.9,12789.9
15.58,67.4,0.6164,429,-129,120,20,12789.9
15.6,67.4,0.6159,428,-129,120,20.1,12811.2
15.62,67.4,0.6159,427,-129,120,20.2,12811.2
15.64,67.4,0.6156,427,-129,120,20.4,12825.1
15.66,67.4,0.6156,426,-128,120,20.5,12825.1
15.68,67.4,0.6153,425,-128,120,20.7,12837.4
15.7,67.4,0.6153,424,-128,120,20.9,12837.4
15.72,67.4,0.6148,423,-128,120,21.1,12855.5
15.74,67.4,0.6148,423,-128,120,21.4,12855.5
15.76,67.4,0.6145,422,-128,120,21.6,12871
15.78,67.4,0.6145,421,-128,120,21.9,12871
15.8,67.4,0.6142,420,-128,120,22.1,12880.9
15.82,67.4,0.6142,419,-128,120,22.4,12880.9
15.84,67.4,0.6138,419,-128,120,22.7,12896.5
15.86,67.4,0.6138,418,-128,120,23,12897.3
15.88,67.4,0.6135,417,-128,120,23.3,12911.3
15.9,67.4,0.6135,416,-128,120,23.5,12911.3
15.92,67.4,0.613,415,-128,120,23.8,12929.4
15.94,67.4,0.6131,415,-128,120,24.1,12928.6
15.96,67.4,0.6126,414,-128,120,24.4,12949.1
15.98,67.4,0.6126,413,-127,120,24.6,12949.1
16,67.4,0.6125,412,-127,120,24.8,12952.4
16.02,67.4,0.6125,411,-127,120,25.1,12952.4
16.04,67.4,0.6121,411,-127,120,25.3,12968.9
16.06,67.4,0.6121,410,-127,120,25.5,12968.9
16.08,67.4,0.6117,409,-127,120,25.7,12984.5
16.1,67.4,0.6117,408,-127,120,25.8,12984.5
16.12,67.4,0.6113,407,-127,120,26,13002.7
16.14,67.4,0.6112,407,-127,120,26.1,13003.5
16.16,67.4,0.6109,406,-127,120,26.2,13017.5
16.18,67.4,0.6109,405,-127,120,26.3,13016.7
16.2,67.4,0.6106,404,-127,120,26.4,13030.7
16.22,67.4,0.6106,403,-127,120,26.5,13030.7
16.24,67.4,0.6102,402,-127,119,26.5,13044.8
16.26,67.4,0.6102,402,-127,119,26.6,13045.6
16.28,67.4,0.6097,401,-128,119,26.6,13065.4
16.3,67.4,0.6097,400,-128,119,26.6,13065.4
16.32,67.4,0.6096,399,-128,119,26.6,13069.5
16.34,67.4,0.6097,399,-128,119,26.5,13068.7
16.36,67.4,0.6092,398,-128,119,26.5,13086.9
16.38,67.4,0.6092,397,-128,119,26.5,13087.7
16.4,67.4,0.6089,396,-128,119,26.4,13101.8
16.42,67.4,0.6089,395,-128,119,26.4,13100.9
16.44,67.4,0.6085,395,-128,119,26.3,13115
16.46,67.4,0.6085,394,-128,119,26.2,13115.8
16.48,67.4,0.6081,393,-128,119,26.1,13131.6
16.5,67.4,0.6081,392,-128,118,26.1,13131.6
16.52,67.4,0.6077,392,-128,118,26,13148.1
16.54,67.4,0.6078,391,-128,118,25.9,13147.3
16.56,67.4,0.6075,390,-128,118,25.8,13159.7
16.58,67.4,0.6075,389,-127,118,25.7,13159.7
16.6,67.4,0.6072,389,-127,118,25.6,13169.7
16.62,67.4,0.6072,388,-127,118,25.5,13169.7
16.64,67.4,0.6069,387,-127,118,25.4,13181.3
16.66,67.4,0.6069,386,-127,118,25.3,13181.3
16.68,67.4,0.6065,386,-127,118,25.2,13201.2
16.7,67.4,0.6064,385,-127,117,25.1,13202
16.72,67.4,0.6062,384,-127,117,25,13212
16.74,67.4,0.6062,383,-127,117,24.9,13212
16.76,67.4,0.6059,383,-127,117,24.8,13226.1
16.78,67.4,0.6059,382,-127,117,24.7,13226.1
16.8,67.4,0.6055,381,-127,117,24.6,13241.9
16.82,67.4,0.6055,380,-127,117,24.5,13241.9
16.84,67.4,0.6052,380,-127,117,24.4,13254.3
16.86,67.4,0.6052,379,-127,117,24.3,13254.3
16.88,67.4,0.6048,378,-127,117,24.2,13268.5
16.9,67.4,0.6048,377,-127,117,24.1,13268.5
16.92,67.4,0.6045,377,-127,117,24.1,13280.9
16.94,67.4,0.6046,376,-127,117,24,13280.1
16.96,67.4,0.6042,375,-127,116,23.9,13294.3
16.98,67.4,0.6042,374,-127,116,23.9,13295.1
17,67.4,0.6039,374,-126,116,23.9,13306.7
17.02,67.4,0.6039,373,-126,116,23.8,13307.6
17.04,67.4,0.6035,372,-126,116,23.8,13323.4
17.06,67.4,0.6035,371,-126,116,23.8,13323.4
17.08,67.4,0.6033,371,-126,116,23.8,13333.4
17.1,67.4,0.6033,370,-126,116,23.8,13333.4
17.12,67.4,0.6028,369,-126,116,23.8,13351.7
17.14,67.4,0.6028,368,-126,116,23.9,13351.7
17.16,67.4,0.6026,368,-126,116,23.9,13363.4
17.18,67.4,0.6026,367,-126,116,24,13363.4
17.2,67.4,0.6023,366,-126,116,24.1,13374.3
17.22,67.4,0.6023,365,-126,116,24.2,13374.3
17.24,67.4,0.602,365,-126,116,24.3,13385.9
17.26,67.4,0.602,364,-125,116,24.4,13385.9
17.28,67.4,0.6017,363,-125,116,24.6,13400.1
17.3,67.4,0.6017,362,-125,116,24.7,13400.1
17.32,67.4,0.6013,362,-125,116,24.9,13416
17.34,67.4,0.6013,361,-125,116,25.1,13416.8
17.36,67.4,0.601,360,-125,116,25.2,13426.9
17.38,67.4,0.6011,359,-125,116,25.4,13426
17.4,67.4,0.6007,359,-125,116,25.6,13442.7
17.42,67.4,0.6007,358,-125,116,25.8,13442.7
17.44,67.4,0.6005,357,-125,116,26.1,13451.1
17.46,67.4,0.6005,356,-125,116,26.3,13451.1
17.48,67.4,0.6002,356,-125,116,26.5,13462.8
17.5,67.4,0.6002,355,-125,116,26.7,13462.8
17.52,67.4,0.5999,354,-125,116,27,13473.7
17.54,67.4,0.5999,353,-125,116,27.2,13472.9
17.56,67.4,0.5996,353,-125,116,27.4,13487.1
17.58,67.4,0.5996,352,-125,116,27.6,13487.9
17.6,67.4,0.5992,351,-125,116,27.9,13502.2
17.62,67.4,0.5993,350,-125,116,28.1,13501.3
17.64,67.4,0.599,349,-125,116,28.3,13511.4
17.66,67.4,0.599,349,-125,116,28.5,13512.2
17.68,67.4,0.5986,348,-125,116,28.7,13530.7
17.7,67.4,0.5986,347,-125,116,28.9,13529.8
17.72,67.4,0.5984,346,-125,116,29.1,13538.2
17.74,67.4,0.5984,346,-125,116,29.3,13538.2
17.76,67.4,0.598,345,-125,116,29.4,13552.5
17.78,67.4,0.598,344,-125,116,29.6,13552.5
17.8,67.4,0.5978,343,-125,115,29.7,13562.6
17.82,67.4,0.5978,343,-125,115,29.9,13562.6
17.84,67.4,0.5975,342,-125,115,30,13576.8
17.86,67.4,0.5975,341,-125,115,30.1,13576.8
17.88,67.4,0.5972,340,-125,115,30.2,13589.4
17.9,67.4,0.5972,340,-125,115,30.3,13589.4
17.92,67.4,0.5971,339,-125,115,30.4,13593.6
17.94,67.4,0.5971,338,-125,115,30.5,13593.6
17.96,67.4,0.5967,337,-125,115,30.6,13607.9
17.98,67.4,0.5967,337,-125,115,30.6,13607.9
18,67.4,0.5964,336,-125,115,30.7,13619.7
18.02,67.5,0.5964,335,-125,115,30.7,13619.7
18.04,67.5,0.596,334,-125,115,30.8,13639.9
18.06,67.5,0.596,334,-125,115,30.8,13639.9
18.08,67.5,0.5958,333,-125,115,30.8,13646.6
18.1,67.5,0.5958,332,-125,115,30.8,13645.8
18.12,67.5,0.5956,331,-125,115,30.8,13654.2
18.14,67.5,0.5956,331,-125,115,30.8,13654.2
18.16,67.5,0.5952,330,-125,115,30.8,13671
18.18,67.5,0.5952,329,-125,115,30.8,13671
18.2,67.5,0.5949,328,-125,115,30.8,13682.8
18.22,67.5,0.5949,328,-125,114,30.8,13682.8
18.24,67.5,0.5946,327,-125,114,30.8,13695.5
18.26,67.5,0.5946,326,-124,114,30.8,13695.5
18.28,67.5,0.5945,326,-124,114,30.7,13701.4
18.3,67.5,0.5945,325,-124,114,30.7,13701.4
18.32,67.5,0.5942,324,-124,114,30.6,13715.7
18.34,67.5,0.5942,323,-124,114,30.6,13715.7
18.36,67.5,0.5939,323,-124,114,30.6,13726.7
18.38,67.5,0.5939,322,-124,114,30.5,13725.8
18.4,67.5,0.5936,321,-124,114,30.4,13738.5
18.42,67.5,0.5936,320,-124,114,30.4,13738.5
18.44,67.5,0.5934,320,-124,114,30.3,13747
18.46,67.5,0.5934,319,-124,114,30.2,13746.1
18.48,67.5,0.5929,318,-124,114,30.2,13767.2
18.5,67.5,0.5929,318,-124,113,30.1,13767.2
18.52,67.5,0.5928,317,-124,113,30,13773.1
18.54,67.5,0.5928,316,-124,113,29.9,13773.1
18.56,67.5,0.5926,315,-124,113,29.8,13781.6
18.58,67.5,0.5926,315,-124,113,29.7,13781.6
18.6,67.5,0.5923,314,-124,113,29.7,13796
18.62,67.5,0.5923,313,-124,113,29.6,13796
18.64,67.5,0.592,313,-124,113,29.5,13806.1
18.66,67.5,0.592,312,-124,113,29.4,13806.1
18.68,67.5,0.5918,311,-124,113,29.3,13816.3
18.7,67.5,0.5918,311,-124,113,29.3,13816.3
18.72,67.5,0.5914,310,-124,113,29.2,13830.7
18.74,67.5,0.5914,309,-124,113,29.1,13830.7
18.76,67.5,0.5912,308,-124,113,29.1,13840.8
18.78,67.5,0.5912,308,-124,113,29,13841.7
18.8,67.5,0.5911,307,-124,113,29,13845.1
18.82,67.5,0.5911,306,-124,112,28.9,13845.1
18.84,67.5,0.5908,306,-123,112,28.9,13856.9
18.86,67.5,0.5908,305,-123,112,28.9,13856.9
18.88,67.5,0.5905,304,-123,112,28.9,13871.3
18.9,67.5,0.5905,303,-123,112,28.9,13871.3
18.92,67.5,0.5902,303,-123,112,28.9,13884.1
18.94,67.5,0.5902,302,-123,112,28.9,13884.1
18.96,67.5,0.59,301,-123,112,28.9,13892.5
18.98,67.5,0.59,301,-123,112,28.9,13892.5
19,67.5,0.5898,300,-123,112,29,13901
19.02,67.5,0.5898,299,-123,112,29,13900.2
19.04,67.5,0.5896,299,-123,112,29.1,13910.4
19.06,67.5,0.5896,298,-123,112,29.2,13910.4
19.08,67.5,0.5893,297,-123,112,29.2,13921.4
19.1,67.5,0.5893,296,-123,112,29.3,13920.6
19.12,67.5,0.589,296,-123,112,29.4,13933.3
19.14,67.5,0.589,295,-123,112,29.6,13933.3
19.16,67.5,0.5887,294,-123,112,29.7,13946
19.18,67.5,0.5887,294,-122,112,29.8,13946
19.2,67.5,0.5886,293,-122,112,29.9,13952
19.22,67.5,0.5886,292,-122,112,30.1,13952
19.24,67.5,0.5882,291,-122,112,30.2,13969
19.26,67.5,0.5882,291,-122,112,30.4,13968.1
19.28,67.5,0.5881,290,-122,112,30.6,13972.4
19.3,67.5,0.5881,289,-122,112,30.7,13972.4
19.32,67.5,0.5878,289,-122,112,30.9,13983.5
19.34,67.5,0.5878,288,-122,112,31.1,13983.5
19.36,67.5,0.5875,287,-122,112,31.3,13997.9
19.38,67.5,0.5875,286,-122,112,31.5,13997.9
19.4,67.5,0.5874,286,-122,112,31.7,14002.2
19.42,67.5,0.5874,285,-122,112,31.8,14001.3
19.44,67.5,0.5871,284,-122,112,32,14014.1
19.46,67.5,0.5871,284,-122,112,32.2,14013.3
19.48,67.5,0.5869,283,-122,112,32.4,14021.8
