Flight_Time_(s),Temperature_(F),Baro_Press_(atm),Velocity_Up,Velocity_DR,Velocity_CR,Tilt_Angle_(deg),Baro_Altitude_ASL_(feet)
184.48,66.4,0.8517,-322,1137,1085,141.9,4376
184.5,66.3,0.8517,-322,1137,1086,143.1,4376
184.52,66.3,0.8518,-321,1138,1087,144.5,4371.6
184.54,66.3,0.8518,-320,1139,1087,146.3,4371.6
184.56,66.3,0.8522,-319,1140,1088,148.5,4357.8
184.58,66.3,0.8522,-319,1142,1088,151,4357.8
184.6,66.3,0.8527,-318,1143,1089,153.7,4343.9
184.62,66.4,0.8527,-318,1144,1088,156.7,4343.9
184.64,66.4,0.8532,-317,1146,1088,159.9,4328.2
184.66,66.3,0.8532,-317,1148,1087,163.5,4328.8
184.68,66.3,0.8534,-317,1149,1086,167.2,4322.5
184.7,66.3,0.8534,-317,1150,1084,170.5,4322.5
184.72,66.3,0.8535,-317,1150,1083,172.5,4318.1
184.74,66.3,0.8535,-317,1150,1082,172,4318.1
184.76,66.3,0.8536,-318,1150,1081,169.3,4315
184.78,66.3,0.8536,-318,1150,1080,165.8,4315
184.8,66.3,0.8537,-318,1149,1079,162.2,4311.8
184.82,66.3,0.8537,-318,1149,1078,158.7,4311.8
184.84,66.3,0.8539,-317,1148,1077,155.7,4304.3
184.86,66.3,0.8539,-317,1146,1077,153,4304.3
184.88,66.3,0.8538,-316,1145,1076,151,4307.4
184.9,66.3,0.8538,-316,1144,1076,149.4,4307.4
184.92,66.3,0.8537,-315,1143,1076,148.6,4311.8
184.94,66.3,0.8537,-314,1142,1077,148.5,4311.8
184.96,66.3,0.8536,-313,1141,1077,149.2,4315
184.98,66.3,0.8536,-313,1140,1078,150.3,4315
185,66.3,0.8536,-312,1139,1078,152,4315
185.02,66.3,0.8536,-312,1139,1079,154,4315.6
185.04,66.3,0.8534,-312,1138,1080,155.9,4320
185.06,66.3,0.8534,-312,1138,1080,157.8,4320
185.08,66.3,0.8536,-313,1137,1081,159.3,4315
185.1,66.3,0.8536,-313,1137,1082,160.2,4315
185.12,66.3,0.8535,-313,1137,1083,160.5,4318.1
185.14,66.3,0.8535,-313,1137,1084,160,4318.1
185.16,66.3,0.8534,-313,1138,1085,159,4321.3
185.18,66.3,0.8534,-313,1138,1086,157.4,4321.3
185.2,66.3,0.8532,-313,1139,1087,155.3,4326.9
185.22,66.3,0.8532,-313,1140,1088,153.1,4327.6
185.24,66.3,0.8535,-313,1141,1088,150.7,4318.1
185.26,66.3,0.8535,-313,1142,1089,148.2,4318.1
185.28,66.3,0.8536,-313,1143,1090,145.9,4316.2
185.3,66.3,0.8536,-313,1144,1090,143.6,4316.2
185.32,66.3,0.854,-313,1145,1090,141.5,4301.1
185.34,66.3,0.854,-313,1146,1090,139.6,4301.8
185.36,66.3,0.8545,-313,1147,1090,137.7,4287.9
185.38,66.3,0.8545,-313,1147,1089,135.9,4287.9
185.4,66.3,0.8544,-313,1148,1089,134.2,4291.1
185.42,66.3,0.8544,-313,1148,1088,132.6,4290.4
185.44,66.3,0.8543,-313,1149,1088,131.3,4292.3
185.46,66.3,0.8543,-312,1149,1088,130.2,4291.7
185.48,66.3,0.8547,-312,1150,1087,129.4,4279.8
185.5,66.4,0.8547,-312,1150,1087,129,4279.8
185.52,66.4,0.8547,-312,1150,1086,128.8,4279.8
185.54,66.3,0.8547,-312,1150,1086,128.9,4279.8
185.56,66.3,0.8549,-312,1151,1086,129.3,4275.4
185.58,66.3,0.8549,-312,1151,1085,130.1,4275.4
185.6,66.3,0.8549,-311,1151,1085,131.3,4275.4
185.62,66.3,0.8549,-311,1151,1084,132.9,4275.4
185.64,66.3,0.8551,-310,1151,1083,134.9,4267.8
185.66,66.3,0.8551,-310,1151,1082,137.2,4267.8
185.68,66.3,0.8554,-310,1151,1082,139.8,4259.6
185.7,66.3,0.8553,-310,1151,1081,142.6,4260.3
185.72,66.3,0.8554,-310,1150,1080,145.4,4258.4
185.74,66.4,0.8554,-310,1149,1079,148.2,4258.4
185.76,66.4,0.8557,-310,1148,1079,150.7,4250.2
185.78,66.3,0.8556,-310,1147,1079,152.8,4250.9
185.8,66.3,0.8556,-310,1146,1079,154.5,4252.1
185.82,66.3,0.8556,-311,1145,1080,155.5,4252.1
185.84,66.3,0.8555,-311,1144,1080,155.8,4255.3
185.86,66.3,0.8555,-312,1143,1081,155.2,4255.9
185.88,66.3,0.8554,-312,1142,1083,154.3,4258.4
185.9,66.3,0.8554,-312,1142,1084,153.1,4258.4
185.92,66.3,0.8552,-312,1142,1086,152,4264.7
185.94,66.3,0.8552,-312,1142,1087,151.1,4264.7
185.96,66.3,0.8549,-312,1142,1089,150.3,4273.5
185.98,66.3,0.8549,-312,1142,1090,149.9,4274.1
186,66.3,0.8546,-311,1142,1091,149.8,4282.9
186.02,66.3,0.8546,-311,1142,1092,150,4282.9
186.04,66.3,0.855,-311,1143,1094,150.5,4270.3
186.06,66.3,0.855,-312,1143,1095,151,4270.3
186.08,66.3,0.8554,-312,1144,1096,151.3,4257.1
186.1,66.3,0.8554,-312,1144,1097,151.3,4257.1
186.12,66.3,0.8551,-313,1145,1098,150.7,4266.6
186.14,66.3,0.8552,-313,1146,1098,149.4,4265.9
186.16,66.3,0.8551,-314,1146,1099,147.4,4267.8
186.18,66.3,0.8551,-315,1147,1100,144.7,4267.8
186.2,66.3,0.8553,-315,1148,1100,141.4,4262.8
186.22,66.3,0.8552,-316,1149,1100,137.5,4263.4
186.24,66.3,0.8553,-317,1150,1100,133.2,4261.5
186.26,66.3,0.8553,-318,1151,1100,128.5,4261.5
186.28,66.3,0.8554,-319,1152,1099,123.5,4259.6
186.3,66.3,0.8553,-320,1152,1099,118.3,4260.3
186.32,66.3,0.8553,-320,1153,1098,112.9,4261.5
186.34,66.3,0.8553,-321,1154,1098,107.4,4261.5
186.36,66.3,0.8557,-321,1155,1097,101.9,4247.7
186.38,66.3,0.8557,-322,1156,1096,96.3,4247.7
186.4,66.3,0.8554,-322,1156,1095,90.8,4257.1
186.42,66.3,0.8554,-322,1157,1095,85.4,4257.1
186.44,66.3,0.8556,-322,1157,1094,80.1,4251.5
186.46,66.3,0.8556,-322,1157,1093,75,4251.5
186.48,66.3,0.8558,-322,1157,1093,70.2,4246.5
186.5,66.3,0.8558,-321,1157,1092,65.8,4246.5
186.52,66.3,0.8558,-320,1157,1093,62,4244.6
186.54,66.3,0.8558,-320,1156,1093,58.9,4244.6
186.56,66.3,0.856,-319,1156,1094,56.9,4240.2
186.58,66.3,0.856,-318,1157,1094,56.1,4240.2
186.6,66.3,0.856,-317,1157,1095,56.3,4238.9
186.62,66.3,0.856,-316,1157,1095,57.7,4238.9
186.64,66.3,0.8562,-316,1157,1096,59.8,4232.7
186.66,66.3,0.8562,-315,1157,1096,62.5,4232.7
186.68,66.3,0.8563,-314,1157,1096,66,4231.4
186.7,66.3,0.8563,-314,1157,1096,70.2,4231.4
186.72,66.3,0.8563,-313,1157,1097,74.8,4229.5
186.74,66.3,0.8563,-313,1156,1097,80,4229.5
186.76,66.3,0.8563,-312,1156,1097,85.7,4229.5
186.78,66.3,0.8563,-312,1155,1097,91.9,4230.1
186.8,66.3,0.8566,-311,1154,1097,98.5,4219.5
186.82,66.3,0.8566,-311,1152,1098,105.5,4219.5
186.84,66.3,0.8573,-311,1151,1098,112.9,4198.2
186.86,66.3,0.8573,-312,1150,1098,120.7,4197.5
186.88,66.3,0.8577,-312,1148,1099,128.8,4185.6
186.9,66.3,0.8577,-313,1147,1100,137.1,4185.6
186.92,66.3,0.8578,-315,1146,1100,145.6,4182.5
186.94,66.3,0.8578,-316,1146,1101,154.1,4181.9
186.96,66.3,0.858,-318,1146,1102,162.4,4176.2
186.98,66.3,0.858,-319,1146,1104,170.3,4176.2
187,66.3,0.858,-320,1147,1105,176,4177.5
187.02,66.3,0.858,-321,1148,1107,172.2,4178.1
187.04,66.3,0.8579,-322,1150,1109,165.6,4180.6
187.06,66.3,0.8579,-322,1152,1110,159.1,4181.2
187.08,66.3,0.8575,-322,1154,1111,153.1,4191.9
187.1,66.3,0.8575,-322,1156,1112,147.7,4191.3
187.12,66.3,0.8573,-322,1158,1112,142.8,4199.4
187.14,66.3,0.8573,-321,1160,1113,138.4,4199.4
187.16,66.3,0.8577,-321,1162,1113,134.2,4185.6
187.18,66.3,0.8577,-321,1163,1113,130.2,4185.6
187.2,66.3,0.8577,-320,1165,1113,126.4,4187.5
187.22,66.3,0.8577,-320,1167,1113,122.7,4187.5
187.24,66.3,0.8575,-320,1168,1113,119,4193.1
187.26,66.3,0.8575,-320,1170,1112,115.4,4193.1
187.28,66.3,0.8579,-320,1171,1111,112,4180.6
187.3,66.3,0.8579,-319,1172,1110,108.7,4181.2
187.32,66.3,0.858,-319,1172,1108,105.7,4178.1
187.34,66.3,0.858,-318,1172,1107,103,4178.1
187.36,66.3,0.858,-317,1172,1106,100.8,4176.8
187.38,66.3,0.858,-316,1171,1104,99,4176.2
187.4,66.3,0.8582,-315,1170,1104,97.9,4171.8
187.42,66.3,0.8582,-314,1170,1104,97.7,4171.8
187.44,66.3,0.8582,-312,1169,1104,98.1,4170.6
187.46,66.3,0.8582,-311,1167,1105,99.4,4171.2
187.48,66.3,0.8584,-311,1167,1106,101.4,4163.1
187.5,66.3,0.8584,-310,1166,1107,103.8,4163.1
187.52,66.3,0.8586,-310,1165,1108,106.5,4156.8
187.54,66.3,0.8586,-310,1165,1109,109.5,4156.8
187.56,66.3,0.8587,-310,1164,1110,112.7,4153.7
187.58,66.3,0.8587,-311,1164,1112,116.1,4153.7
187.6,66.3,0.8589,-311,1164,1113,119.5,4148
187.62,66.3,0.8589,-311,1164,1114,123.1,4148.7
187.64,66.3,0.8591,-312,1165,1115,126.8,4142.4
187.66,66.3,0.8591,-312,1165,1116,130.6,4141.8
187.68,66.3,0.8592,-312,1165,1117,134.6,4140.5
187.7,66.3,0.8592,-313,1166,1118,138.7,4140.5
187.72,66.3,0.8594,-313,1166,1119,142.9,4132.4
187.74,66.3,0.8594,-314,1167,1120,147.3,4133
187.76,66.3,0.8593,-314,1168,1121,151.7,4136.1
187.78,66.3,0.8593,-315,1168,1121,156.2,4136.1
187.8,66.3,0.8595,-315,1169,1122,160.7,4129.9
187.82,66.3,0.8595,-316,1170,1123,165.1,4129.9
187.84,66.3,0.8597,-316,1171,1124,169,4123.6
187.86,66.3,0.8597,-317,1172,1124,171.4,4123.6
187.88,66.3,0.8598,-318,1173,1124,170.8,4119.3
187.9,66.3,0.8598,-319,1174,1124,167.6,4119.3
187.92,66.3,0.8598,-319,1175,1124,163.3,4121.1
187.94,66.3,0.8598,-320,1176,1124,158.6,4120.5
187.96,66.3,0.8598,-321,1176,1123,153.8,4119.3
187.98,66.3,0.8598,-322,1176,1123,149,4119.3
188,66.3,0.8598,-323,1177,1122,144.3,4119.3
188.02,66.3,0.8598,-323,1177,1121,139.7,4119.3
188.04,66.3,0.8597,-324,1177,1121,135.2,4124.3
188.06,66.3,0.8597,-324,1177,1120,130.8,4124.3
188.08,66.3,0.8594,-325,1177,1120,126.6,4133
188.1,66.3,0.8594,-325,1177,1119,122.5,4133.6
188.12,66.3,0.859,-325,1177,1119,118.7,4144.3
188.14,66.3,0.859,-325,1178,1118,115.2,4144.3
188.16,66.3,0.8594,-325,1178,1117,112,4131.8
188.18,66.3,0.8594,-324,1178,1117,109.2,4131.8
188.2,66.3,0.8593,-324,1179,1116,106.8,4134.9
188.22,66.3,0.8593,-323,1179,1116,104.9,4134.9
188.24,66.3,0.8598,-323,1180,1115,103.7,4121.1
188.26,66.3,0.8598,-322,1180,1115,103,4121.1
188.28,66.3,0.8599,-321,1181,1115,102.7,4116.8
188.3,66.3,0.8599,-321,1181,1114,102.9,4116.1
188.32,66.3,0.8599,-321,1181,1114,103.3,4118
188.34,66.3,0.8599,-321,1181,1114,104,4118
188.36,66.3,0.8599,-320,1181,1113,105,4116.1
188.38,66.3,0.8599,-320,1181,1113,106.2,4116.8
188.4,66.3,0.8599,-320,1180,1113,107.7,4116.8
188.42,66.3,0.8599,-320,1180,1113,109.3,4116.1
188.44,66.3,0.8602,-319,1180,1113,111,4107.4
188.46,66.3,0.8602,-319,1180,1113,112.9,4107.4
188.48,66.3,0.8601,-319,1180,1113,114.8,4110.5
188.5,66.3,0.8601,-319,1180,1113,116.7,4110.5
188.52,66.3,0.8601,-319,1180,1114,118.6,4110.5
188.54,66.3,0.8601,-319,1180,1114,120.5,4110.5
188.56,66.3,0.8602,-319,1180,1115,122.4,4107.4
188.58,66.3,0.8602,-318,1180,1116,124.3,4107.4
188.6,66.3,0.8604,-318,1181,1117,126.1,4101.8
188.62,66.3,0.8604,-318,1181,1118,128,4101.1
188.64,66.3,0.8607,-318,1182,1118,129.8,4092.4
188.66,66.3,0.8607,-318,1182,1119,131.6,4092.4
188.68,66.3,0.8609,-318,1183,1120,133.4,4084.9
188.7,66.3,0.8609,-318,1184,1121,135.2,4084.9
188.72,66.3,0.8612,-318,1184,1121,137,4077.4
188.74,66.3,0.8612,-318,1185,1122,138.9,4076.8
188.76,66.3,0.8612,-318,1186,1122,140.8,4076.8
188.78,66.3,0.8612,-318,1187,1123,142.7,4077.4
188.8,66.3,0.8612,-318,1187,1123,144.7,4077.4
188.82,66.3,0.8612,-318,1188,1123,146.5,4076.8
188.84,66.3,0.8615,-318,1188,1123,148.3,4068
188.86,66.3,0.8615,-318,1189,1123,150,4068.6
188.88,66.3,0.8619,-319,1190,1123,151.5,4054.9
188.9,66.3,0.8619,-319,1190,1123,152.9,4054.3
188.92,66.3,0.8619,-319,1191,1123,154,4055.5
188.94,66.3,0.8619,-319,1191,1122,155.1,4056.2
188.96,66.3,0.8619,-319,1191,1122,156,4056.2
188.98,66.3,0.8619,-320,1191,1122,156.9,4056.2
189,66.3,0.8619,-320,1192,1122,157.6,4054.3
189.02,66.3,0.8619,-321,1192,1121,158.4,4054.3
189.04,66.3,0.8618,-321,1192,1121,159.1,4059.3
189.06,66.3,0.8618,-322,1192,1121,159.8,4058.6
189.08,66.3,0.8619,-322,1192,1121,160.5,4054.3
189.1,66.3,0.8619,-323,1192,1121,161.1,4054.9
189.12,66.3,0.8621,-323,1192,1121,161.7,4049.9
189.14,66.3,0.8621,-324,1192,1120,162.3,4049.9
189.16,66.3,0.8622,-324,1192,1120,162.8,4044.9
189.18,66.3,0.8622,-325,1192,1120,163.3,4044.9
189.2,66.3,0.8624,-326,1192,1120,163.7,4040.5
189.22,66.3,0.8624,-326,1191,1120,164.1,4040.5
189.24,66.3,0.8626,-327,1191,1120,164.5,4033.1
189.26,66.3,0.8626,-327,1191,1120,164.8,4033.1
189.28,66.3,0.8625,-327,1191,1120,165.1,4036.2
189.3,66.3,0.8625,-328,1191,1120,165.6,4036.2
189.32,66.3,0.8628,-328,1190,1120,166,4027.4
189.34,66.3,0.8628,-328,1190,1120,166.6,4026.8
189.36,66.3,0.8627,-328,1190,1120,167.3,4028.7
189.38,66.3,0.8627,-329,1190,1120,168.1,4028.7
189.4,66.3,0.8629,-329,1190,1120,168.8,4022.5
189.42,66.3,0.8629,-329,1190,1120,169.6,4022.5
189.44,66.3,0.863,-329,1190,1120,170.4,4021.2
189.46,66.3,0.863,-329,1190,1120,171.3,4020.6
189.48,66.3,0.8631,-329,1190,1120,172.3,4016.2
189.5,66.3,0.8631,-329,1190,1120,173.3,4016.8
189.52,66.3,0.8629,-329,1190,1120,174.5,4023.1
189.54,66.3,0.8629,-329,1190,1120,175.6,4022.5
189.56,66.3,0.8632,-329,1190,1120,176.6,4015
189.58,66.3,0.8632,-329,1190,1121,177.5,4015
189.6,66.3,0.8633,-329,1190,1121,178.2,4011.9
189.62,66.3,0.8633,-329,1191,1121,178.4,4011.9
189.64,66.3,0.8634,-329,1191,1122,178.1,4007.5
189.66,66.3,0.8634,-329,1192,1122,177.7,4007.5
189.68,66.3,0.8634,-329,1192,1122,177.3,4007.5
189.7,66.3,0.8634,-329,1192,1122,176.8,4007.5
189.72,66.3,0.8633,-329,1193,1122,176.3,4010.6
189.74,66.3,0.8633,-329,1193,1122,175.9,4010
189.76,66.3,0.8635,-329,1194,1122,175.5,4004.4
189.78,66.3,0.8635,-328,1194,1122,175,4004.4
189.8,66.3,0.8637,-328,1195,1122,174.5,4000
189.82,66.3,0.8637,-328,1195,1122,173.9,3999.4
189.84,66.3,0.8636,-327,1196,1122,173.2,4001.3
189.86,66.3,0.8636,-327,1196,1122,172.4,4001.3
189.88,66.3,0.8639,-327,1197,1121,171.4,3993.8
189.9,66.3,0.8639,-326,1197,1121,170.3,3993.8
189.92,66.3,0.864,-326,1198,1121,169.1,3990.7
189.94,66.3,0.864,-326,1198,1121,167.7,3990.7
189.96,66.3,0.8638,-325,1198,1121,166.2,3995.7
189.98,66.3,0.8638,-325,1198,1120,164.9,3995
190,66.3,0.8637,-325,1198,1120,163.7,3998.1
190.02,66.3,0.8637,-324,1197,1120,162.7,3998.1
190.04,66.3,0.8636,-324,1197,1120,162,4001.3
190.06,66.3,0.8636,-323,1197,1120,161.5,4000.6
190.08,66.3,0.8636,-323,1196,1120,161.3,4002.5
190.1,66.3,0.8636,-322,1196,1120,161.3,4002.5
190.12,66.3,0.8639,-322,1196,1119,161.6,3993.2
190.14,66.3,0.8639,-321,1195,1119,162,3993.8
190.16,66.3,0.8639,-321,1195,1119,162.6,3992.5
190.18,66.3,0.8639,-321,1195,1120,163.2,3991.9
190.2,66.3,0.8642,-320,1194,1120,164,3983.2
190.22,66.3,0.8642,-320,1194,1120,164.8,3983.2
190.24,66.3,0.8644,-320,1193,1120,165.6,3975.7
190.26,66.3,0.8644,-319,1193,1120,166.4,3975.7
190.28,66.3,0.8642,-319,1193,1121,167.1,3983.2
190.3,66.3,0.8642,-319,1192,1121,167.9,3983.2
190.32,66.3,0.8642,-318,1192,1122,168.5,3984.4
190.34,66.3,0.8642,-318,1191,1123,168.8,3984.4
190.36,66.3,0.8645,-318,1191,1123,168.8,3975.1
190.38,66.3,0.8645,-318,1191,1124,168.4,3975.1
190.4,66.3,0.8646,-318,1191,1125,167.6,3972
190.42,66.3,0.8646,-318,1191,1126,166.2,3972
190.44,66.3,0.8646,-317,1192,1127,164.5,3972
190.46,66.3,0.8645,-317,1192,1127,162.5,3972.6
190.48,66.3,0.8645,-317,1192,1128,160.2,3973.9
190.5,66.3,0.8645,-318,1193,1128,157.7,3973.9
190.52,66.3,0.8646,-318,1193,1129,155.1,3972
190.54,66.3,0.8645,-318,1194,1129,152.5,3972.6
190.56,66.3,0.8646,-318,1194,1129,149.9,3970.7
190.58,66.3,0.8646,-318,1195,1129,147.4,3971.4
190.6,66.3,0.8647,-318,1195,1129,145,3968.2
190.62,66.3,0.8647,-318,1196,1128,142.8,3967.6
190.64,66.3,0.8648,-318,1196,1128,140.8,3964.5
190.66,66.3,0.8648,-318,1197,1128,138.9,3965.1
190.68,66.3,0.8649,-318,1197,1128,137.2,3960.2
190.7,66.3,0.8649,-318,1197,1128,135.8,3960.2
190.72,66.3,0.8651,-318,1197,1127,134.5,3953.9
190.74,66.3,0.8651,-318,1197,1127,133.4,3953.9
190.76,66.3,0.865,-318,1197,1127,132.5,3958.9
190.78,66.3,0.865,-317,1197,1127,131.8,3958.9
190.8,66.3,0.8654,-317,1197,1127,131.4,3946.5
190.82,66.3,0.8654,-317,1197,1127,131.2,3946.5
190.84,66.3,0.8654,-317,1197,1127,131.1,3945.2
190.86,66.3,0.8654,-317,1197,1127,131.2,3945.2
190.88,66.3,0.8655,-317,1197,1127,131.5,3942.1
190.9,66.3,0.8655,-317,1197,1127,131.8,3941.5
190.92,66.3,0.8658,-317,1197,1127,132.3,3934
190.94,66.3,0.8658,-317,1196,1127,132.7,3934.6
190.96,66.3,0.866,-317,1196,1127,133.2,3928.4
190.98,66.3,0.866,-318,1196,1128,133.7,3928.4
191,66.3,0.866,-318,1196,1128,134.2,3926.6
191.02,66.3,0.866,-318,1196,1128,134.6,3926.6
191.04,66.3,0.866,-319,1196,1128,134.9,3926.6
191.06,66.3,0.866,-319,1196,1129,135.2,3927.2
191.08,66.3,0.8661,-320,1195,1129,135.3,3922.8
191.1,66.3,0.8662,-320,1195,1129,135.4,3922.2
191.12,66.3,0.8661,-321,1195,1130,135.3,3925.3
191.14,66.3,0.8661,-321,1195,1130,135.2,3925.3
191.16,66.3,0.8661,-321,1195,1131,134.9,3925.3
191.18,66.3,0.8661,-322,1195,1131,134.5,3925.3
191.2,66.3,0.8662,-323,1195,1131,134,3922.2
191.22,66.3,0.8662,-323,1195,1132,133.5,3922.2
191.24,66.3,0.8661,-324,1195,1132,132.9,3924.1
191.26,66.3,0.8661,-324,1195,1133,132.1,3924.1
191.28,66.3,0.8663,-325,1195,1133,131.3,3916.6
191.3,66.3,0.8663,-325,1195,1133,130.3,3916.6
191.32,66.3,0.8663,-326,1195,1133,129.3,3916.6
191.34,66.3,0.8663,-327,1196,1133,128.3,3916.6
191.36,66.3,0.8665,-327,1196,1133,127.2,3912.3
191.38,66.3,0.8665,-328,1196,1133,126.1,3911.6
191.4,66.3,0.8665,-329,1196,1132,124.9,3912.9
191.42,66.3,0.8664,-329,1196,1132,123.7,3913.5
191.44,66.3,0.8666,-330,1196,1132,122.5,3907.3
191.46,66.3,0.8666,-330,1196,1132,121.2,3907.9
191.48,66.3,0.8663,-331,1197,1132,119.8,3916.6
191.5,66.3,0.8663,-331,1197,1131,118.5,3916.6
191.52,66.3,0.866,-331,1197,1131,117.2,3927.2
191.54,66.3,0.866,-331,1197,1131,116.1,3927.2
191.56,66.3,0.8663,-331,1197,1131,115,3918.5
191.58,66.3,0.8663,-331,1197,1131,114,3917.9
191.6,66.3,0.8664,-331,1197,1130,113.2,3913.5
191.62,66.3,0.8664,-331,1198,1130,112.5,3914.1
191.64,66.3,0.8664,-331,1198,1130,111.9,3915.4
191.66,66.3,0.8664,-330,1198,1130,111.6,3914.7
191.68,66.3,0.866,-330,1198,1130,111.6,3928.4
191.7,66.3,0.8659,-329,1197,1131,111.7,3929
191.72,66.3,0.8663,-329,1197,1131,112,3918.5
191.74,66.3,0.8663,-329,1197,1132,112.4,3917.9
191.76,66.3,0.8669,-329,1197,1132,112.9,3899.8
191.78,66.3,0.8669,-328,1197,1132,113.6,3899.8
191.8,66.3,0.867,-328,1197,1133,114.6,3895.5
191.82,66.3,0.867,-328,1197,1133,115.7,3895.5
191.84,66.3,0.8675,-328,1197,1133,116.9,3881.8
191.86,66.3,0.8675,-328,1197,1134,118.4,3881.8
191.88,66.3,0.8676,-328,1197,1134,119.9,3878.7
191.9,66.3,0.8676,-328,1197,1134,121.6,3878.7
191.92,66.3,0.8676,-328,1197,1134,123.3,3876.2
191.94,66.3,0.8676,-328,1197,1135,125,3876.2
191.96,66.3,0.868,-328,1197,1135,126.6,3865.7
191.98,66.3,0.868,-329,1198,1136,128.2,3865.7
192,66.3,0.8682,-329,1198,1137,129.8,3857.6
192.02,66.3,0.8682,-329,1198,1137,131.2,3857.6
192.04,66.3,0.8683,-329,1199,1138,132.5,3855.8
192.06,66.3,0.8683,-329,1199,1139,133.5,3856.4
192.08,66.3,0.8681,-329,1200,1140,134.3,3860.7
192.1,66.3,0.8681,-329,1200,1141,135,3861.3
192.12,66.3,0.8682,-329,1200,1142,135.6,3858.2
192.14,66.3,0.8682,-330,1200,1143,136,3857.6
192.16,66.3,0.8681,-330,1201,1144,136.2,3862.6
192.18,66.3,0.8681,-330,1201,1145,136.2,3862
192.2,66.3,0.8682,-330,1202,1145,136,3857.6
192.22,66.3,0.8682,-331,1202,1146,135.6,3858.2
192.24,66.3,0.8682,-331,1202,1147,135.1,3859.5
192.26,66.3,0.8682,-331,1203,1147,134.4,3859.5
192.28,66.3,0.8685,-331,1203,1148,133.5,3848.9
192.3,66.3,0.8685,-331,1204,1149,132.5,3848.9
192.32,66.3,0.8686,-331,1204,1149,131.4,3845.8
192.34,66.3,0.8686,-331,1205,1149,130.2,3845.8
192.36,66.3,0.8687,-331,1205,1150,129,3844.6
192.38,66.3,0.8687,-331,1206,1150,127.8,3844.6
192.4,66.3,0.8682,-330,1207,1150,126.7,3858.2
192.42,66.3,0.8682,-330,1208,1150,125.8,3858.2
192.44,66.3,0.8682,-329,1209,1150,125,3858.2
192.46,66.3,0.8682,-328,1210,1150,124.4,3857.6
192.48,66.3,0.8686,-328,1211,1150,123.8,3847.1
192.5,66.3,0.8686,-328,1211,1150,123.4,3847.7
192.52,66.3,0.8687,-327,1212,1150,123.1,3844.6
192.54,66.3,0.8687,-327,1212,1150,122.9,3844.6
192.56,66.3,0.8683,-327,1212,1150,122.8,3856.4
192.58,66.3,0.8683,-327,1212,1150,122.7,3856.4
192.6,66.3,0.8682,-327,1212,1150,122.6,3858.2
192.62,66.3,0.8682,-327,1212,1150,122.6,3858.2
192.64,66.3,0.8686,-327,1212,1150,122.6,3846.4
192.66,66.3,0.8686,-327,1212,1150,122.6,3845.8
192.68,66.3,0.8691,-328,1212,1150,122.5,3832.2
192.7,66.3,0.8691,-328,1211,1150,122.5,3832.2
192.72,66.3,0.8692,-328,1211,1150,122.4,3829.1
192.74,66.3,0.8691,-328,1211,1151,122.5,3829.7
192.76,66.3,0.8693,-327,1211,1151,122.7,3824.7
192.78,66.3,0.8693,-327,1211,1152,123.1,3825.4
192.8,66.3,0.8695,-327,1211,1152,123.7,3817.9
192.82,66.3,0.8695,-326,1211,1152,124.7,3817.9
192.84,66.3,0.8695,-326,1211,1152,125.8,3817.9
192.86,66.3,0.8695,-326,1211,1152,127.2,3817.3
192.88,66.3,0.8696,-326,1211,1152,128.8,3816.1
192.9,66.3,0.8696,-326,1211,1152,130.5,3816.1
192.92,66.3,0.8698,-327,1211,1152,132.1,3809.9
192.94,66.3,0.8698,-327,1211,1153,133.7,3809.9
192.96,66.3,0.8698,-328,1211,1153,135.2,3809.9
192.98,66.3,0.8698,-328,1211,1153,136.5,3809.9
193,66.3,0.8701,-329,1211,1153,137.7,3799.3
193.02,66.3,0.8701,-330,1211,1153,138.7,3799.3
193.04,66.3,0.87,-330,1211,1153,139.4,3803.7
193.06,66.3,0.87,-331,1211,1153,140,3803.7
193.08,66.3,0.8703,-332,1211,1153,140.3,3794.4
193.1,66.3,0.8703,-333,1211,1154,140.4,3795
193.12,66.3,0.8704,-333,1211,1154,140.3,3791.9
193.14,66.3,0.8704,-334,1211,1154,139.9,3791.9
193.16,66.3,0.8704,-335,1211,1154,139.3,3791.9
193.18,66.3,0.8704,-335,1211,1154,138.5,3791.9
193.2,66.3,0.8705,-336,1211,1154,137.5,3788.8
193.22,66.3,0.8705,-336,1211,1155,136.3,3788.8
193.24,66.3,0.8707,-337,1211,1155,135,3782.6
193.26,66.3,0.8706,-337,1211,1155,133.6,3783.2
193.28,66.3,0.8706,-337,1211,1156,132.4,3784.5
193.3,66.3,0.8706,-337,1212,1157,131.3,3784.5
193.32,66.3,0.8705,-337,1212,1157,130.6,3787.6
193.34,66.3,0.8705,-336,1213,1158,130.3,3787.6
193.36,66.3,0.8705,-336,1213,1159,130.5,3787.6
193.38,66.3,0.8705,-335,1214,1159,131.2,3787.6
193.4,66.3,0.8706,-335,1215,1160,132.5,3784.5
193.42,66.3,0.8706,-335,1216,1160,134.3,3784.5
193.44,66.3,0.8706,-334,1217,1161,136.5,3784.5
193.46,66.3,0.8706,-334,1218,1162,139.2,3784.5
193.48,66.3,0.8707,-334,1219,1162,142.4,3781.4
193.5,66.3,0.8707,-334,1219,1163,146,3781.4
193.52,66.3,0.8709,-334,1220,1164,149.7,3775.2
193.54,66.3,0.8709,-334,1220,1165,153.5,3775.8
193.56,66.3,0.8711,-334,1221,1165,156.8,3768.4
193.58,66.3,0.8711,-335,1221,1165,159.3,3768.4
